Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Season
Andrew White,SF,24,ATL,15.0,13.93,0.0,0.18,0.82,0.0,0.0,-19.0,-13.8,0.13,0.33,0.47,0.07,0.2,0.13,1.07,0.13,0.13,2018
Troy Williams,SF,23,TOT,21.0,14.62,0.0,0.01,0.92,0.07,0.0,-6.0,-2.7,0.52,0.1,0.71,0.05,0.71,0.05,1.76,0.29,0.14,2018
Matt Williams,SG,24,MIA,3.0,3.67,0.0,0.58,0.42,0.0,0.0,75.3,74.5,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Marvin Williams,PF,31,CHO,78.0,25.72,0.0,0.0,0.02,0.98,0.0,1.8,3.2,0.45,0.15,0.5,0.15,0.73,0.12,2.83,0.19,0.29,2018
Lou Williams,SG,31,LAC,79.0,32.77,0.44,0.48,0.09,0.0,0.0,1.0,2.2,2.16,0.49,0.48,0.13,2.27,0.09,11.76,0.35,1.03,2018
Derrick Williams,PF,26,LAL,2.0,4.5,0.0,0.0,0.05,0.95,0.0,-25.0,-23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018
C.J. Williams,SG,27,LAC,38.0,18.61,0.0,0.27,0.7,0.04,0.0,-0.6,-1.1,0.18,0.16,0.84,0.08,0.11,0.05,2.55,0.0,0.26,2018
Alan Williams,PF,25,PHO,5.0,14.0,0.0,0.0,0.0,0.54,0.47,-2.0,7.8,1.0,0.0,1.8,0.2,1.0,0.0,4.6,0.2,0.6,2018
Damien Wilkins,SF,38,IND,19.0,8.0,0.0,0.15,0.82,0.03,0.0,5.7,4.3,0.16,0.05,0.26,0.0,0.05,0.0,1.16,0.0,0.0,2018
Jacob Wiley,PF,23,BRK,5.0,6.6,0.0,0.0,0.0,0.98,0.02,14.9,19.0,0.0,0.0,0.4,0.0,0.2,0.0,0.8,0.0,0.0,2018
Andrew Wiggins,SF,22,MIN,82.0,36.33,0.0,0.16,0.81,0.03,0.0,3.5,4.1,0.61,0.61,1.1,0.22,1.78,0.1,4.65,0.39,0.77,2018
Hassan Whiteside,C,28,MIA,54.0,25.26,0.0,0.0,0.0,0.0,1.0,-2.3,-5.0,0.48,0.54,1.22,0.35,1.81,0.02,2.41,0.63,0.98,2018
Isaiah Whitehead,PG,22,BRK,16.0,11.25,0.92,0.08,0.0,0.0,0.0,-5.0,-1.1,0.69,0.5,0.62,0.12,0.69,0.0,2.81,0.19,0.5,2018
Okaro White,PF,25,MIA,6.0,13.33,0.0,0.0,0.0,1.0,0.0,0.7,-0.3,0.17,0.0,0.67,0.0,0.33,0.0,0.83,0.17,0.17,2018
Derrick White,PG,23,SAS,17.0,8.18,0.45,0.5,0.05,0.0,0.0,14.0,11.5,0.18,0.18,0.35,0.0,0.53,0.0,1.18,0.0,0.12,2018
Miloš Teodosić,PG,30,LAC,45.0,25.2,0.92,0.08,0.0,0.0,0.0,1.7,2.0,1.47,0.33,0.64,0.11,0.2,0.11,10.64,0.0,0.2,2018
Mirza Teletović,PF,32,MIL,10.0,15.9,0.0,0.0,0.42,0.54,0.05,-10.7,-11.1,0.5,0.1,0.6,0.0,0.0,0.0,2.5,0.0,0.1,2018
Quincy Pondexter,SF,29,CHI,23.0,8.52,0.0,0.03,0.7,0.27,0.0,-24.1,-17.3,0.39,0.04,0.48,0.0,0.35,0.0,1.0,0.0,0.17,2018
J.J. Redick,SG,33,PHI,70.0,30.23,0.08,0.85,0.08,0.0,0.0,7.4,5.8,0.83,0.31,0.83,0.13,0.87,0.07,7.1,0.19,0.43,2018
D'Angelo Russell,PG,21,BRK,48.0,25.71,0.99,0.02,0.0,0.0,0.0,-7.3,-4.9,1.77,0.77,0.77,0.15,1.12,0.1,12.4,0.33,0.46,2018
Ricky Rubio,PG,27,UTA,77.0,29.27,1.0,0.0,0.0,0.0,0.0,4.8,0.0,1.86,0.49,1.06,0.09,0.94,0.4,12.68,0.14,0.56,2018
Terry Rozier,PG,23,BOS,80.0,25.85,0.78,0.22,0.0,0.0,0.0,2.5,-2.5,0.45,0.26,0.6,0.11,0.71,0.16,7.06,0.12,0.46,2018
Terrence Ross,SG,26,ORL,24.0,25.0,0.0,0.75,0.24,0.0,0.0,-3.4,1.9,0.83,0.08,0.83,0.04,0.58,0.08,3.71,0.17,0.38,2018
Derrick Rose,PG,29,TOT,25.0,16.8,0.82,0.18,0.0,0.0,0.0,-5.3,-7.3,0.52,0.64,0.36,0.08,0.96,0.08,3.48,0.08,0.64,2018
Rajon Rondo,PG,31,NOP,65.0,26.23,1.0,0.0,0.0,0.0,0.0,0.3,-2.6,1.75,0.25,0.55,0.12,0.25,0.11,18.63,0.05,0.43,2018
Glenn Robinson III,SF,24,IND,23.0,14.7,0.0,0.04,0.95,0.01,0.0,0.5,-1.2,0.09,0.09,0.39,0.0,0.26,0.09,1.61,0.04,0.22,2018
Devin Robinson,SF,22,WAS,1.0,13.0,0.0,0.0,0.95,0.05,0.0,25.3,24.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2018
Andre Roberson,SG,26,OKC,39.0,26.59,0.0,0.83,0.17,0.0,0.0,10.6,9.8,0.26,0.18,0.95,0.23,0.28,0.21,2.74,0.05,0.26,2018
Austin Rivers,SG,25,LAC,61.0,33.72,0.07,0.73,0.2,0.0,0.0,-1.8,-4.2,0.87,0.62,1.08,0.1,1.18,0.15,9.61,0.28,0.93,2018
Malachi Richardson,SG,22,TOT,26.0,12.46,0.0,0.36,0.58,0.06,0.0,-9.7,-2.3,0.08,0.15,0.46,0.12,0.46,0.04,1.15,0.08,0.27,2018
Josh Richardson,SF,24,MIA,81.0,33.2,0.0,0.19,0.78,0.03,0.0,1.1,0.5,0.8,0.47,1.15,0.12,0.67,0.22,6.78,0.25,0.47,2018
Willie Reed,C,27,TOT,42.0,10.19,0.0,0.0,0.0,0.0,1.0,1.8,1.7,0.14,0.14,0.81,0.12,0.57,0.05,0.52,0.12,0.33,2018
Davon Reed,SG,22,PHO,21.0,11.52,0.02,0.59,0.39,0.0,0.0,-16.6,-7.4,0.1,0.24,0.52,0.05,0.29,0.05,1.43,0.0,0.33,2018
Xavier Rathan-Mayes,SG,23,MEM,5.0,23.6,0.43,0.45,0.13,0.0,0.0,-24.7,-18.7,1.8,0.2,1.6,0.0,0.6,0.6,8.6,0.2,0.6,2018
JaKarr Sampson,SF,24,SAC,22.0,15.64,0.0,0.02,0.42,0.56,0.0,-0.2,8.2,0.09,0.05,1.05,0.09,0.41,0.14,1.0,0.18,0.32,2018
Zach Randolph,PF,36,SAC,59.0,25.56,0.0,0.0,0.0,0.83,0.17,-12.5,-7.8,0.92,0.66,0.8,0.2,0.95,0.05,4.93,0.36,0.68,2018
Julius Randle,C,23,LAL,82.0,26.71,0.0,0.0,0.0,0.51,0.49,-1.3,0.5,0.76,0.82,1.18,0.7,2.6,0.06,6.33,0.7,1.27,2018
Ivan Rabb,PF,20,MEM,36.0,14.33,0.0,0.0,0.07,0.64,0.29,-9.8,-3.7,0.5,0.36,1.17,0.08,0.44,0.06,1.97,0.11,0.33,2018
Tim Quarterman,SG,23,HOU,3.0,4.33,1.0,0.0,0.0,0.0,0.0,-33.3,-42.1,0.67,0.0,0.33,0.0,0.33,0.0,0.67,0.0,0.0,2018
Zhou Qi,C,22,HOU,18.0,6.89,0.0,0.0,0.0,0.0,1.0,-27.3,-37.1,0.11,0.22,0.56,0.06,0.22,0.06,0.28,0.0,0.17,2018
Rodney Purvis,SG,23,ORL,16.0,18.12,0.17,0.82,0.01,0.0,0.0,-9.3,-4.7,0.25,0.12,0.94,0.06,0.19,0.06,2.5,0.0,0.12,2018
Jacob Pullen,PG,28,PHI,3.0,2.0,0.26,0.74,0.0,0.0,0.0,0.0,-4.7,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Taurean Prince,SF,23,ATL,82.0,30.05,0.0,0.01,0.86,0.13,0.0,-6.9,-2.7,1.23,0.73,0.94,0.17,0.98,0.16,6.15,0.24,0.77,2018
Alex Poythress,PF,24,IND,25.0,4.16,0.0,0.0,0.24,0.69,0.07,-14.0,-16.0,0.04,0.0,0.28,0.04,0.0,0.04,0.2,0.0,0.0,2018
Norman Powell,SG,24,TOR,70.0,15.17,0.0,0.74,0.26,0.0,0.0,-0.1,-11.1,0.33,0.4,0.54,0.09,0.29,0.01,3.11,0.11,0.31,2018
Dwight Powell,C,26,DAL,79.0,21.16,0.0,0.0,0.01,0.66,0.33,0.4,6.7,0.33,0.19,1.2,0.11,1.11,0.13,2.85,0.3,0.33,2018
Kristaps Porziņģis,PF,22,NYK,48.0,32.35,0.0,0.0,0.0,0.88,0.12,0.6,7.5,0.44,0.81,1.42,0.48,2.33,0.25,2.92,0.58,0.9,2018
Bobby Portis,PF,22,CHI,73.0,22.51,0.0,0.0,0.0,0.66,0.34,-3.1,7.8,0.32,0.48,0.79,0.32,1.12,0.05,4.15,0.38,0.75,2018
Otto Porter Jr.,SF,24,WAS,77.0,31.58,0.0,0.0,0.66,0.34,0.0,5.4,11.8,0.51,0.23,0.94,0.1,0.74,0.04,4.74,0.19,0.25,2018
Domantas Sabonis,C,21,IND,74.0,24.46,0.0,0.0,0.0,0.19,0.81,1.1,-0.8,0.55,0.49,1.45,0.54,1.49,0.05,5.01,0.41,0.65,2018
Frank Kaminsky,PF,24,CHO,79.0,23.23,0.0,0.0,0.0,0.71,0.3,-2.2,-4.4,0.34,0.19,0.77,0.13,1.22,0.04,3.89,0.3,0.49,2018
Marquis Teague,PG,24,MEM,3.0,24.67,1.0,0.0,0.0,0.0,0.0,-19.0,-12.7,0.33,0.33,1.67,0.0,0.67,0.33,10.33,0.33,0.0,2018
Ish Smith,PG,29,DET,82.0,24.91,1.0,0.0,0.0,0.0,0.0,0.8,2.0,0.68,0.43,0.93,0.09,0.56,0.12,11.09,0.18,0.56,2018
Jeff Teague,PG,29,MIN,70.0,33.01,0.97,0.03,0.0,0.0,0.0,2.8,0.6,1.69,0.59,1.2,0.1,1.19,0.16,15.73,0.26,0.67,2018
Isaiah Taylor,PG,23,ATL,67.0,17.42,0.98,0.02,0.0,0.0,0.0,-2.1,5.4,0.64,0.16,0.54,0.21,0.96,0.18,7.78,0.13,0.49,2018
Jayson Tatum,SF,19,BOS,80.0,30.54,0.0,0.09,0.7,0.21,0.0,7.0,8.5,0.5,0.42,1.05,0.24,1.48,0.05,3.96,0.25,0.75,2018
Caleb Swanigan,PF,20,POR,27.0,7.0,0.0,0.0,0.03,0.95,0.02,0.1,-2.9,0.07,0.15,0.67,0.15,0.37,0.07,1.3,0.15,0.15,2018
Edmond Sumner,PG,22,IND,1.0,2.0,0.0,1.0,0.0,0.0,0.0,-110.0,-111.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Julyan Stone,SG,29,CHO,23.0,7.61,0.02,0.4,0.58,0.0,0.0,8.5,8.6,0.17,0.04,0.61,0.0,0.0,0.13,2.7,0.0,0.04,2018
David Stockton,PG,26,UTA,3.0,3.0,1.0,0.0,0.0,0.0,0.0,-55.0,-59.9,0.33,0.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,2018
Lance Stephenson,SG,27,IND,82.0,22.56,0.0,0.38,0.62,0.0,0.0,-2.8,-8.3,1.0,0.23,0.62,0.21,0.73,0.12,6.34,0.15,0.4,2018
Nik Stauskas,SG,24,TOT,41.0,12.76,0.24,0.5,0.26,0.0,0.0,-5.3,-2.2,0.34,0.2,0.46,0.0,0.34,0.05,2.32,0.07,0.12,2018
Marreese Speights,C,30,ORL,52.0,12.98,0.0,0.0,0.0,0.07,0.93,-0.1,5.9,0.27,0.19,1.12,0.13,0.48,0.0,1.79,0.06,0.17,2018
Tony Snell,SG,26,MIL,75.0,27.37,0.0,0.66,0.31,0.03,0.0,-1.1,-2.1,0.29,0.08,0.77,0.05,0.27,0.03,3.11,0.03,0.24,2018
Josh Smith,PF,32,NOP,3.0,4.0,0.0,0.0,0.0,0.42,0.58,-28.9,-30.8,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,2018
Jason Smith,C,31,WAS,33.0,8.64,0.0,0.0,0.0,0.0,1.0,-13.9,-15.9,0.15,0.03,0.61,0.21,0.3,0.12,1.06,0.12,0.24,2018
J.R. Smith,SG,32,CLE,80.0,28.05,0.11,0.79,0.1,0.0,0.0,-2.3,-7.6,0.68,0.22,0.89,0.05,0.2,0.12,4.31,0.06,0.09,2018
Dennis Smith Jr.,PG,20,DAL,69.0,29.7,0.76,0.22,0.02,0.0,0.0,-8.0,-9.4,1.58,0.88,0.99,0.14,1.2,0.03,12.9,0.22,1.45,2018
Dario Šarić,PF,23,PHI,78.0,29.62,0.0,0.0,0.01,0.91,0.08,6.1,3.2,0.92,0.42,0.94,0.26,1.17,0.04,6.08,0.27,0.69,2018
Marcus Smart,SG,23,BOS,54.0,29.89,0.05,0.76,0.19,0.0,0.0,6.7,5.1,1.37,0.41,1.09,0.26,0.72,0.35,11.31,0.11,0.33,2018
Kyle Singler,SF,29,OKC,12.0,4.92,0.0,0.12,0.71,0.17,0.0,-2.6,-6.0,0.0,0.17,0.08,0.0,0.5,0.0,0.5,0.08,0.17,2018
Kobi Simmons,PG,20,MEM,32.0,20.09,0.87,0.14,0.0,0.0,0.0,-17.1,-12.7,0.78,0.19,0.91,0.06,0.38,0.16,5.03,0.09,0.38,2018
Jonathon Simmons,SG,28,ORL,69.0,29.41,0.04,0.76,0.2,0.01,0.0,-7.2,-4.5,0.86,0.86,1.0,0.17,1.75,0.2,6.2,0.48,0.78,2018
Ben Simmons,PG,21,PHI,81.0,33.73,0.74,0.26,0.0,0.0,0.0,7.0,7.3,2.06,0.62,0.91,0.33,1.49,0.11,20.01,0.32,0.6,2018
Xavier Silas,SG,30,BOS,2.0,3.5,0.0,1.0,0.0,0.0,0.0,6.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Pascal Siakam,PF,23,TOR,81.0,20.73,0.0,0.0,0.01,0.98,0.01,10.2,3.8,0.41,0.16,0.89,0.11,0.6,0.01,4.78,0.26,0.36,2018
Iman Shumpert,SG,27,CLE,14.0,19.71,0.53,0.44,0.02,0.0,0.0,4.9,4.2,0.86,0.21,0.71,0.0,0.29,0.29,3.0,0.07,0.21,2018
Ramon Sessions,PG,31,TOT,28.0,14.0,0.88,0.12,0.0,0.0,0.0,-10.5,-9.8,0.75,0.21,0.43,0.04,0.96,0.18,6.46,0.18,0.25,2018
Wayne Selden,SG,23,MEM,35.0,19.77,0.05,0.6,0.3,0.05,0.0,-8.7,-2.6,0.8,0.34,0.54,0.2,0.77,0.09,4.2,0.2,0.54,2018
Thabo Sefolosha,SF,33,UTA,38.0,21.21,0.0,0.06,0.62,0.32,0.0,4.9,0.2,0.45,0.21,0.71,0.11,0.63,0.03,2.08,0.11,0.5,2018
Mike Scott,PF,29,WAS,76.0,18.5,0.0,0.0,0.0,0.92,0.08,-1.3,-3.2,0.36,0.3,1.03,0.22,0.54,0.05,2.53,0.17,0.21,2018
Dennis Schröder,PG,24,ATL,67.0,31.01,0.95,0.05,0.0,0.0,0.0,-6.8,-1.7,1.67,0.63,0.85,0.19,1.61,0.27,15.03,0.37,1.69,2018
Tomáš Satoranský,SG,26,WAS,73.0,22.51,0.02,0.83,0.15,0.0,0.0,2.7,3.2,0.7,0.32,0.77,0.04,0.38,0.11,9.04,0.1,0.3,2018
Luke Kennard,SG,21,DET,73.0,20.04,0.0,0.71,0.29,0.0,0.0,3.6,5.9,0.47,0.33,0.7,0.04,0.44,0.0,4.16,0.11,0.26,2018
John Collins,PF,20,ATL,74.0,24.12,0.0,0.0,0.02,0.69,0.29,-6.8,-1.6,0.47,0.38,1.55,0.32,1.07,0.07,3.22,0.3,0.65,2018
Cory Joseph,PG,26,IND,82.0,26.95,0.62,0.38,0.0,0.0,0.0,0.0,-3.5,0.61,0.22,0.83,0.05,0.35,0.22,7.43,0.07,0.33,2018
Isaiah Canaan,PG-SG,26,TOT,20.0,21.1,0.97,0.03,0.0,0.0,0.0,0.2,10.8,1.0,0.05,0.5,0.0,0.95,0.2,9.35,0.1,0.6,2018
Jordan Clarkson,SG,25,TOT,81.0,23.31,0.51,0.47,0.02,0.0,0.0,-1.2,-0.6,0.68,0.51,0.38,0.12,0.93,0.12,6.41,0.33,0.63,2018
Ian Clark,SG,26,NOP,74.0,19.66,0.52,0.48,0.01,0.0,0.0,1.4,-0.7,0.47,0.18,0.77,0.03,0.27,0.11,3.45,0.05,0.36,2018
Marquese Chriss,PF,20,PHO,72.0,21.21,0.0,0.0,0.0,0.88,0.12,-9.4,0.3,0.68,0.28,1.32,0.39,0.92,0.03,2.67,0.15,0.58,2018
Wilson Chandler,SF,30,DEN,74.0,31.7,0.0,0.0,0.69,0.31,0.0,1.6,0.9,0.51,0.41,0.92,0.15,0.73,0.05,5.45,0.19,0.32,2018
Tyson Chandler,C,35,PHO,46.0,25.02,0.0,0.0,0.0,0.03,0.97,-10.7,-1.5,0.57,0.17,1.02,0.43,0.83,0.09,2.48,0.09,0.13,2018
Mario Chalmers,PG,31,MEM,66.0,21.53,0.94,0.06,0.0,0.0,0.0,-2.8,6.0,0.94,0.36,1.06,0.27,0.74,0.5,6.86,0.12,0.48,2018
Tyler Cavanaugh,PF,23,ATL,39.0,13.28,0.0,0.0,0.0,0.29,0.71,-3.7,2.5,0.15,0.08,0.64,0.1,0.21,0.0,1.77,0.05,0.23,2018
Willie Cauley-Stein,C,24,SAC,73.0,28.0,0.0,0.0,0.0,0.17,0.84,-8.1,-0.8,0.58,0.44,1.38,0.32,1.71,0.1,5.29,0.36,0.93,2018
Omri Casspi,SF,29,GSW,53.0,13.96,0.0,0.02,0.76,0.23,0.0,4.5,-2.1,0.38,0.17,0.62,0.09,0.62,0.02,2.15,0.17,0.25,2018
Alex Caruso,PG,23,LAL,37.0,15.19,0.77,0.22,0.01,0.0,0.0,0.6,2.5,0.84,0.22,0.78,0.0,0.27,0.14,4.73,0.05,0.22,2018
Michael Carter-Williams,PG,26,CHO,52.0,16.06,0.82,0.18,0.0,0.0,0.0,-2.9,-3.9,0.62,0.12,0.81,0.15,0.73,0.38,5.31,0.1,0.19,2018
Vince Carter,SF,41,SAC,58.0,17.69,0.0,0.04,0.52,0.44,0.0,-4.2,4.6,0.41,0.07,1.02,0.07,0.24,0.1,2.79,0.03,0.07,2018
DeMarre Carroll,PF,31,BRK,73.0,29.86,0.0,0.0,0.13,0.76,0.11,-2.0,4.2,0.47,0.47,0.99,0.18,1.29,0.11,4.96,0.36,0.77,2018
Clint Capela,C,23,HOU,74.0,27.49,0.0,0.0,0.0,0.01,0.99,9.8,2.3,0.41,0.36,1.01,0.3,1.78,0.05,2.34,0.5,0.88,2018
Kentavious Caldwell-Pope,SG,24,LAL,74.0,33.22,0.11,0.75,0.14,0.0,0.0,-1.2,0.9,0.73,0.38,0.84,0.03,0.97,0.23,5.14,0.22,0.27,2018
Antonius Cleveland,SG,23,TOT,17.0,7.24,0.06,0.36,0.58,0.0,0.0,-12.9,-8.7,0.12,0.06,0.71,0.0,0.18,0.0,0.29,0.0,0.06,2018
José Calderón,PG,36,CLE,57.0,16.04,0.96,0.04,0.0,0.0,0.0,3.5,3.2,0.49,0.12,0.63,0.05,0.16,0.12,4.88,0.02,0.14,2018
Bruno Caboclo,SF,22,TOT,12.0,8.92,0.0,0.0,0.21,0.78,0.02,4.2,11.0,0.33,0.0,0.33,0.0,0.08,0.0,0.75,0.0,0.08,2018
Dwight Buycks,PG,28,DET,29.0,14.72,1.0,0.0,0.0,0.0,0.0,0.3,0.6,0.86,0.28,0.62,0.07,0.69,0.03,4.97,0.03,0.86,2018
Jimmy Butler,SG,28,MIN,59.0,36.68,0.0,0.79,0.19,0.01,0.0,8.8,13.7,1.03,0.34,0.66,0.17,3.03,0.07,11.0,0.64,0.73,2018
Alec Burks,SG,26,UTA,64.0,16.55,0.05,0.87,0.08,0.0,0.0,-0.2,-6.7,0.39,0.27,0.42,0.14,0.89,0.06,2.5,0.14,0.38,2018
Trey Burke,PG,25,NYK,36.0,21.81,1.0,0.0,0.0,0.0,0.0,-5.5,-1.9,0.72,0.25,0.42,0.11,0.78,0.03,10.94,0.22,0.22,2018
Reggie Bullock,SF,26,DET,62.0,27.94,0.0,0.55,0.45,0.0,0.0,0.1,0.4,0.4,0.21,0.6,0.05,0.37,0.02,3.69,0.06,0.44,2018
Thomas Bryant,C,20,LAL,15.0,4.8,0.0,0.0,0.0,0.49,0.51,-6.1,-4.7,0.0,0.0,0.27,0.13,0.2,0.0,0.93,0.07,0.0,2018
Nicolás Brussino,SF,24,ATL,4.0,2.5,0.0,0.0,1.0,0.0,0.0,82.9,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Sterling Brown,SG,22,MIL,54.0,14.37,0.03,0.65,0.31,0.01,0.0,-2.1,-2.5,0.2,0.13,0.78,0.06,0.2,0.04,1.19,0.04,0.35,2018
Markel Brown,SG,26,HOU,4.0,7.75,0.62,0.38,0.0,0.0,0.0,-26.3,-35.1,0.5,0.0,1.0,0.0,0.0,0.25,1.0,0.0,0.0,2018
Lorenzo Brown,PG,27,TOR,14.0,9.93,0.12,0.81,0.07,0.0,0.0,17.3,9.6,0.07,0.07,0.36,0.0,0.07,0.0,2.5,0.0,0.07,2018
Jaylen Brown,SG,21,BOS,70.0,30.74,0.02,0.51,0.45,0.03,0.0,7.4,8.2,0.67,0.63,0.83,0.21,1.73,0.17,3.83,0.43,0.74,2018
Bobby Brown,PG,33,HOU,20.0,5.75,0.82,0.18,0.0,0.0,0.0,-24.2,-33.8,0.2,0.2,0.2,0.0,0.05,0.0,1.5,0.0,0.1,2018
Gian Clavell,SG,24,DAL,7.0,9.14,0.0,0.86,0.14,0.0,0.0,13.1,16.9,0.29,0.0,0.43,0.0,0.14,0.29,1.29,0.0,0.0,2018
Zach Collins,C,20,POR,66.0,15.83,0.0,0.0,0.0,0.11,0.89,2.0,-1.2,0.38,0.17,1.32,0.18,0.3,0.0,1.89,0.06,0.26,2018
MarShon Brooks,SG,29,MEM,7.0,27.57,0.03,0.56,0.39,0.02,0.0,-0.8,6.1,1.29,0.29,0.29,0.14,1.57,0.0,8.43,0.57,0.57,2018
Dante Cunningham,SF,30,TOT,73.0,21.4,0.0,0.0,0.21,0.68,0.11,-0.6,-1.1,0.22,0.1,0.89,0.03,0.36,0.07,1.7,0.1,0.33,2018
Spencer Dinwiddie,PG,24,BRK,80.0,28.82,0.83,0.17,0.0,0.0,0.0,-2.1,4.3,0.96,0.26,0.89,0.19,1.45,0.3,15.92,0.28,0.65,2018
Gorgui Dieng,C,28,MIN,79.0,16.87,0.0,0.0,0.0,0.29,0.71,-6.2,-13.3,0.23,0.16,1.0,0.16,0.59,0.01,2.22,0.06,0.37,2018
Cheick Diallo,PF,21,NOP,52.0,11.17,0.0,0.0,0.0,0.76,0.24,-7.3,-10.6,0.1,0.1,0.77,0.27,0.65,0.02,0.87,0.17,0.29,2018
DeMar DeRozan,SG,28,TOR,80.0,33.89,0.0,0.59,0.4,0.01,0.0,7.5,-1.5,1.02,0.75,0.62,0.16,2.95,0.05,12.92,0.66,0.96,2018
Luol Deng,SF,32,LAL,1.0,13.0,0.0,0.0,1.0,0.0,0.0,-31.2,-29.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2018
Matthew Dellavedova,PG,27,MIL,38.0,18.74,0.87,0.13,0.0,0.0,0.0,-5.3,-6.4,0.92,0.13,0.63,0.18,0.18,0.13,8.71,0.05,0.16,2018
Malcolm Delaney,PG,28,ATL,54.0,18.78,0.45,0.54,0.01,0.0,0.0,-4.9,1.4,0.87,0.15,0.54,0.06,0.65,0.33,7.3,0.13,0.33,2018
Sam Dekker,PF,23,LAC,73.0,12.1,0.0,0.0,0.18,0.82,0.01,4.7,5.6,0.21,0.08,0.52,0.04,0.41,0.0,1.15,0.1,0.25,2018
Dewayne Dedmon,C,28,ATL,62.0,24.87,0.0,0.0,0.0,0.0,1.0,-5.5,0.7,0.55,0.24,1.35,0.31,0.66,0.06,3.58,0.34,0.19,2018
Ed Davis,C,28,POR,78.0,18.86,0.0,0.0,0.0,0.57,0.43,4.2,2.1,0.14,0.24,1.42,0.31,0.74,0.06,1.33,0.19,0.38,2018
Deyonta Davis,C,21,MEM,62.0,15.21,0.0,0.0,0.0,0.05,0.95,-7.4,-1.1,0.13,0.13,1.15,0.15,0.35,0.02,1.61,0.08,0.1,2018
Anthony Davis,PF,24,NOP,75.0,36.36,0.0,0.0,0.0,0.49,0.51,5.2,11.0,0.67,0.87,1.31,0.25,3.28,0.09,5.64,0.89,0.61,2018
Troy Daniels,SG,26,PHO,79.0,20.53,0.13,0.84,0.03,0.0,0.0,-12.3,-4.5,0.3,0.16,0.72,0.15,0.23,0.03,1.41,0.0,0.2,2018
Stephen Curry,PG,29,GSW,51.0,31.98,0.99,0.01,0.0,0.0,0.0,13.2,12.1,1.9,0.53,1.0,0.18,1.92,0.1,13.92,0.31,0.41,2018
Jae Crowder,SF,27,TOT,80.0,26.12,0.0,0.11,0.8,0.09,0.0,0.4,-3.4,0.49,0.19,1.08,0.19,0.79,0.06,3.04,0.08,0.42,2018
Kyle Collinsworth,SF,26,DAL,32.0,15.0,0.0,0.61,0.38,0.01,0.0,-2.8,0.8,0.5,0.19,0.47,0.03,0.47,0.06,4.12,0.09,0.41,2018
Jordan Crawford,SG,29,NOP,5.0,10.6,0.16,0.44,0.41,0.0,0.0,-12.1,-14.1,0.2,0.6,0.6,0.0,0.0,0.0,6.6,0.0,0.4,2018
Jamal Crawford,SG,37,MIN,80.0,20.66,0.02,0.91,0.06,0.0,0.0,-5.1,-13.0,0.74,0.22,0.5,0.1,0.54,0.14,5.1,0.18,0.21,2018
Torrey Craig,SF,27,DEN,39.0,16.13,0.0,0.08,0.86,0.07,0.0,-0.3,-1.9,0.21,0.15,0.92,0.05,0.31,0.1,1.51,0.0,0.36,2018
Allen Crabbe,SG,25,BRK,75.0,29.29,0.13,0.74,0.13,0.0,0.0,-2.9,2.5,0.49,0.23,1.15,0.15,0.63,0.09,3.69,0.15,0.35,2018
Robert Covington,SF,27,PHI,80.0,31.65,0.0,0.1,0.74,0.16,0.0,10.1,14.8,0.89,0.34,1.84,0.12,0.72,0.11,4.59,0.19,0.52,2018
DeMarcus Cousins,C,27,NOP,48.0,36.19,0.0,0.0,0.0,0.0,1.0,1.4,-0.6,2.1,1.19,1.29,1.0,3.75,0.1,12.46,0.96,1.27,2018
Matt Costello,C,24,SAS,4.0,8.0,0.0,0.0,0.0,0.14,0.86,25.4,22.7,0.0,0.25,1.5,0.0,0.0,0.0,1.5,0.0,0.0,2018
Jack Cooley,PF,26,SAC,7.0,12.43,0.0,0.0,0.0,0.01,0.99,-1.8,6.0,0.14,0.0,0.86,0.14,0.71,0.14,1.86,0.14,0.57,2018
Charles Cooke,SG,23,NOP,13.0,2.92,0.15,0.57,0.19,0.09,0.0,-14.4,-16.4,0.0,0.0,0.0,0.0,0.0,0.08,0.23,0.0,0.08,2018
Quinn Cook,PG,24,GSW,33.0,22.42,1.0,0.0,0.0,0.0,0.0,-2.9,-11.2,0.45,0.24,0.64,0.09,0.24,0.03,6.27,0.09,0.48,2018
Pat Connaughton,SG,25,POR,82.0,18.15,0.02,0.54,0.43,0.01,0.0,4.5,2.6,0.28,0.09,0.82,0.07,0.23,0.04,2.74,0.07,0.28,2018
