Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Season
Malik Monk,SG,20,CHO,73,1258,2,90,8,,,-3.2,-2.7,50,17,64,6,44,7,260,11,32,2019
Greg Monroe,C,28,TOT,43,480,,,,,100,-6.6,-13.7,9,13,39,6,38,2,54,8,19,2019
Greg Monroe,C,28,TOR,38,423,,,,,100,-9.2,-16.9,8,13,35,6,31,2,38,5,18,2019
Greg Monroe,C,28,BOS,2,5,,,,,100,62.5,57.9,0,0,0,0,0,0,2,0,1,2019
Greg Monroe,C,28,PHI,3,52,,,,,100,8.2,5.3,1,0,4,0,7,0,14,3,0,2019
E'Twaun Moore,SG,29,NOP,53,1463,40,55,4,,,-0.3,1.6,28,20,41,3,26,2,235,7,27,2019
Eric Moreland,PF,27,TOT,5,43,,,,9,91,-14.1,-18.5,4,0,7,0,0,0,10,0,1,2019
Eric Moreland,PF,27,PHO,1,5,,,,76,24,33.3,42.4,0,0,1,0,0,0,0,0,0,2019
Eric Moreland,PF,27,TOR,4,38,,,,,100,-20.4,-26.5,4,0,6,0,0,0,10,0,1,2019
Jaylen Morris,SG,23,MIL,4,29,2,98,,,,21.5,13.1,0,1,1,0,1,0,10,0,1,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Marcus Morris,PF,29,BOS,75,2091,,,,97,3,2.3,-5.0,31,26,100,16,73,10,259,18,36,2019
Markieff Morris,PF,29,TOT,58,1270,,,,46,54,-6.0,-6.1,27,10,79,11,35,8,190,7,22,2019
Markieff Morris,PF,29,WAS,34,883,,,,36,64,-8.6,-7.3,23,8,53,10,27,7,146,5,13,2019
Markieff Morris,PF,29,OKC,24,387,,,,70,30,0.0,-3.4,4,2,26,1,8,1,44,2,9,2019
Monte Morris,PG,23,DEN,82,1970,99,1,,,,3.7,0.0,31,8,44,2,35,11,719,13,39,2019
Donatas Motiejūnas,PF,28,SAS,3,13,,,,4,96,-61.5,-63.9,0,0,4,2,0,0,2,0,1,2019
Johnathan Motley,PF,23,LAC,22,156,,,,57,43,-7.7,-9.0,4,5,10,4,19,0,24,8,4,2019
Emmanuel Mudiay,PG,22,NYK,59,1607,92,8,,,,-11.0,-2.9,71,42,53,14,73,7,564,13,56,2019
Jamal Murray,PG,21,DEN,75,2447,73,27,,,,4.8,2.8,84,46,70,14,67,22,861,11,51,2019
Džanan Musa,SG,19,BRK,9,39,,36,41,23,,7.4,7.6,2,1,0,1,1,0,5,0,1,2019
Mike Muscala,PF,27,TOT,64,1306,,,1,63,37,1.4,-0.5,26,8,71,8,22,8,186,5,10,2019
Mike Muscala,PF,27,PHI,47,1041,,,,59,41,3.1,0.2,21,8,62,8,19,8,150,5,9,2019
Mike Muscala,PF,27,LAL,17,265,,,3,78,19,-5.0,-3.4,5,0,9,0,3,0,36,0,1,2019
Svi Mykhailiuk,SF,21,TOT,42,440,1,13,61,24,,-1.6,0.3,13,5,18,0,6,5,81,1,8,2019
Svi Mykhailiuk,SF,21,LAL,39,420,1,14,62,23,,-0.1,2.0,13,5,18,0,6,5,73,1,7,2019
Svi Mykhailiuk,SF,21,DET,3,20,,,49,51,,-33.9,-33.7,0,0,0,0,0,0,8,0,1,2019
Abdel Nader,SF,25,OKC,61,694,,37,54,9,,-9.6,-15.3,6,9,41,5,22,1,46,10,8,2019
Larry Nance Jr.,C,26,CLE,67,1795,,,,35,65,-9.6,1.0,45,22,89,17,55,8,520,15,24,2019
Shabazz Napier,PG,27,BRK,56,983,100,,,,,1.4,2.0,40,20,33,3,52,13,337,6,27,2019
Raul Neto,PG,26,UTA,37,474,100,,,,,17.5,13.8,22,7,19,3,9,7,231,1,9,2019
Georges Niang,PF,25,UTA,59,516,,,9,91,,-4.6,-11.4,14,3,27,2,11,0,81,5,11,2019
Joakim Noah,C,33,MEM,42,693,,,,8,92,1.8,5.3,19,13,45,12,45,3,200,4,24,2019
Nerlens Noel,C,24,OKC,77,1055,,,,1,99,-2.5,-7.5,16,16,66,11,33,18,112,8,10,2019
Dirk Nowitzki*,PF,40,DAL,51,795,,,,82,17,-6.1,-5.4,6,7,48,2,17,1,83,3,2,2019
Frank Ntilikina,PG,20,NYK,43,904,66,33,1,,,-8.4,1.1,32,10,48,4,11,11,284,2,10,2019
James Nunnally,SF,28,TOT,15,102,,14,67,20,,-12.2,-13.2,1,0,2,0,2,1,17,1,1,2019
James Nunnally,SF,28,MIN,13,64,,22,75,3,,-11.3,-9.9,1,0,1,0,2,1,11,1,0,2019
James Nunnally,SF,28,HOU,2,38,,,52,48,,-13.6,-18.9,0,0,1,0,0,0,6,0,1,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Jusuf Nurkić,C,24,POR,72,1974,,,,1,99,10.1,12.4,63,39,130,46,162,9,528,31,66,2019
David Nwaba,SF,26,CLE,51,984,,26,72,2,,-3.8,8.4,16,6,43,4,45,7,132,8,28,2019
Royce O'Neale,SF,25,UTA,82,1671,,41,56,2,,6.3,1.6,31,15,75,7,22,13,307,6,19,2019
Kyle O'Quinn,C,28,IND,45,371,,,,5,95,0.2,-3.5,19,3,42,6,8,0,129,1,6,2019
Semi Ojeleye,PF,24,BOS,56,594,,4,57,38,1,7.8,3.6,8,4,24,3,16,4,58,3,10,2019
Jahlil Okafor,C,23,NOP,59,935,,,,,100,-5.3,-5.2,5,19,65,9,51,3,89,20,30,2019
Elie Okobo,PG,21,PHO,53,958,99,1,,,,-10.0,-1.3,46,7,44,5,16,2,298,4,13,2019
Josh Okogie,SG,20,MIN,74,1757,2,90,9,,,-0.6,1.7,30,17,68,4,69,46,204,10,33,2019
Victor Oladipo,SG,26,IND,36,1147,,89,11,,,5.3,2.7,45,29,29,1,59,22,429,13,50,2019
Kelly Olynyk,PF,27,MIA,79,1812,,,,84,16,2.2,4.3,47,25,96,27,55,25,348,21,23,2019
Cedi Osman,SF,23,CLE,76,2444,,,45,55,,-13.0,-7.5,63,28,87,6,75,17,471,24,49,2019
Kelly Oubre Jr.,SF,23,TOT,69,1935,,6,75,19,,-6.4,0.7,33,43,65,13,122,28,196,35,72,2019
Kelly Oubre Jr.,SF,23,WAS,29,755,,2,84,14,,-7.9,-6.2,8,13,32,4,45,15,49,14,27,2019
Kelly Oubre Jr.,SF,23,PHO,40,1180,,9,70,22,,-5.4,5.2,25,30,33,9,77,13,147,21,45,2019
Zaza Pachulia,C,34,DET,68,878,,,,,100,-5.1,-6.2,12,10,56,27,48,7,206,11,17,2019
Jabari Parker,PF,23,TOT,64,1724,,,16,84,,-5.9,0.4,75,39,69,16,91,5,369,29,54,2019
Jabari Parker,PF,23,CHI,39,1042,,,2,97,,-10.3,-2.2,47,19,43,7,52,3,208,19,37,2019
Jabari Parker,PF,23,WAS,25,682,,,36,64,,0.8,4.5,28,20,26,9,39,2,161,10,17,2019
Tony Parker*,PG,36,CHO,56,1003,64,36,,,,-0.6,1.0,40,14,18,5,51,3,502,14,40,2019
Chandler Parsons,SF,30,MEM,25,496,,,17,79,4,-5.0,-2.8,24,4,19,3,11,3,104,3,7,2019
Patrick Patterson,PF,29,OKC,63,861,,,,88,13,-6.0,-11.6,11,3,21,5,13,7,72,5,6,2019
Justin Patton,C,21,PHI,3,21,,,,,100,-9.5,-12.5,0,0,3,0,1,0,7,0,0,2019
Chris Paul,PG,33,HOU,58,1857,100,,,,,7.4,4.5,114,22,50,12,35,7,1181,15,15,2019
Cameron Payne,PG,24,TOT,40,712,92,8,,,,-15.7,-8.0,27,12,25,1,16,11,243,4,6,2019
Cameron Payne,PG,24,CHI,31,536,100,,,,,-20.3,-13.6,20,10,17,1,11,10,190,4,6,2019
Cameron Payne,PG,24,CLE,9,176,67,33,,,,-1.7,8.8,7,2,8,0,5,1,53,0,0,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Elfrid Payton,PG,24,NOP,42,1250,100,1,,,,-2.3,-1.3,71,27,27,6,31,7,743,10,46,2019
Gary Payton II,PG,26,WAS,3,16,82,18,,,,24.3,27.4,0,0,0,0,0,0,10,0,0,2019
Theo Pinson,SG,23,BRK,18,211,4,59,34,3,,-1.1,-1.0,12,3,6,2,8,0,49,0,4,2019
Mason Plumlee,C,28,DEN,82,1731,,,,32,68,2.5,-2.2,59,20,117,29,81,11,569,19,34,2019
Miles Plumlee,C,30,ATL,18,173,,,,5,95,-14.1,-8.6,5,4,9,0,12,1,40,2,3,2019
Jakob Poeltl,C,23,SAS,77,1273,,,,26,74,4.4,3.3,23,9,80,9,39,8,219,12,19,2019
Quincy Pondexter,SF,30,SAS,53,292,6,43,38,12,,-2.9,-5.5,7,2,11,2,20,0,54,2,6,2019
Otto Porter Jr.,SF,25,TOT,56,1683,,4,59,36,1,-0.5,5.1,32,17,55,8,46,11,275,18,13,2019
Otto Porter Jr.,SF,25,WAS,41,1191,,6,58,36,,-0.9,2.9,22,10,42,2,31,8,188,12,10,2019
Otto Porter Jr.,SF,25,CHI,15,492,,,62,36,2,0.5,10.4,10,7,13,6,15,3,87,6,3,2019
Bobby Portis,PF,23,TOT,50,1299,,,,44,56,-4.0,1.6,10,31,57,21,44,0,161,10,30,2019
Bobby Portis,PF,23,CHI,22,531,,,1,75,25,-10.4,-2.1,2,12,22,11,21,0,66,4,14,2019
Bobby Portis,PF,23,WAS,28,768,,,,23,77,0.5,4.2,8,19,35,10,23,0,95,6,16,2019
Dwight Powell,C,27,DAL,77,1662,,,,3,97,0.0,3.1,26,9,87,20,122,13,271,38,27,2019
Norman Powell,SG,25,TOR,60,1126,4,56,37,3,,0.0,-8.2,36,16,26,4,33,5,219,9,21,2019
Alex Poythress,PF,25,ATL,21,305,,,,76,24,-9.1,-3.5,3,4,23,4,15,4,45,3,7,2019
Taurean Prince,SF,24,ATL,55,1552,,,69,31,,-7.8,-3.1,55,24,60,8,50,25,283,17,15,2019
Zhou Qi,PF,23,HOU,1,1,,,,,100,-33.3,-38.4,0,0,0,0,0,0,0,0,0,2019
Ivan Rabb,PF,21,MEM,49,721,,,,46,54,-6.1,-4.3,11,12,48,3,32,3,128,9,7,2019
Chasson Randle,PG,25,WAS,49,743,100,,,,,-5.3,-2.9,21,9,41,6,24,9,228,2,16,2019
Julius Randle,PF,24,NOP,73,2232,,,3,72,26,-0.3,2.3,62,68,97,52,232,8,555,65,91,2019
J.J. Redick,SG,34,PHI,76,2379,7,82,11,,,5.3,5.9,49,26,65,12,72,16,470,14,20,2019
Davon Reed,SG,23,IND,10,47,,34,67,,,17.5,14.3,1,0,3,0,0,0,8,0,0,2019
Cameron Reynolds,SG,23,MIN,19,259,1,61,39,,,-8.3,-7.2,0,1,14,2,2,0,31,1,3,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Josh Richardson,SG,25,MIA,73,2539,1,41,55,3,,1.7,5.1,56,25,77,17,72,25,715,7,63,2019
Malachi Richardson,SG,23,TOR,22,103,,6,78,16,,-7.0,-13.2,2,4,4,0,3,1,0,1,2,2019
Austin Rivers,SG,26,TOT,76,2028,12,83,5,,,2.6,0.3,30,21,96,5,47,26,422,14,24,2019
Austin Rivers,SG,26,WAS,29,683,13,82,5,,,-2.3,0.8,15,12,31,3,23,9,140,8,10,2019
Austin Rivers,SG,26,HOU,47,1345,11,84,6,,,5.1,0.0,15,9,65,2,24,17,282,6,14,2019
Devin Robinson,SF,23,WAS,7,95,,22,63,16,,-3.4,-0.5,1,1,7,0,6,4,15,2,0,2019
Duncan Robinson,SF,24,MIA,15,161,,5,77,18,,-11.2,-11.6,3,1,4,0,3,1,10,1,1,2019
Glenn Robinson III,SF,25,DET,47,610,,1,69,30,,-1.4,-1.3,7,9,23,0,17,4,56,3,14,2019
Jerome Robinson,SG,21,LAC,33,320,3,35,62,,,-2.7,-4.0,12,1,18,0,6,4,44,3,9,2019
Mitchell Robinson,C,20,NYK,66,1360,,,,,100,-6.8,3.6,11,11,138,7,64,7,83,19,23,2019
Rajon Rondo,PG,32,LAL,46,1369,100,,,,,-8.1,-9.6,104,12,33,5,16,17,861,4,34,2019
Derrick Rose,PG,30,MIN,51,1392,31,69,,,,0.6,3.4,42,31,30,3,80,15,505,21,52,2019
Terrence Ross,SG,27,ORL,81,2150,,34,66,,,0.1,-2.0,59,16,56,8,50,6,314,15,24,2019
Terry Rozier,PG,24,BOS,79,1791,100,,,,,-0.5,-9.5,35,18,35,5,36,18,569,5,26,2019
Ricky Rubio,PG,28,UTA,68,1899,100,,,,,6.2,1.6,122,34,69,4,69,31,979,13,29,2019
D'Angelo Russell,PG,22,BRK,81,2448,87,13,,,,-0.1,0.1,150,74,54,14,65,11,1322,14,44,2019
Domantas Sabonis,C,22,IND,74,1838,,,,24,76,4.9,2.9,56,32,104,47,131,4,493,41,33,2019
Brandon Sampson,SG,21,CHI,14,214,,46,54,,,-9.2,-0.6,5,4,11,2,3,2,26,0,2,2019
JaKarr Sampson,SF,25,CHI,4,127,,,,98,2,-2.7,6.1,1,1,5,1,10,0,8,1,5,2019
Dario Šarić,PF,24,TOT,81,2023,,,,91,9,-1.6,-0.9,36,28,94,14,77,7,299,25,40,2019
Dario Šarić,PF,24,PHI,13,396,,,,95,5,-2.8,-6.4,9,5,15,5,11,2,64,2,11,2019
Dario Šarić,PF,24,MIN,68,1627,,,,90,10,-1.3,0.4,27,23,79,9,66,5,235,23,29,2019
Tomáš Satoranský,PG,27,WAS,80,2164,82,18,,,,-1.3,3.4,79,27,82,4,63,14,949,10,24,2019
Dennis Schröder,PG,25,OKC,79,2314,100,,,,,3.0,-0.3,118,40,75,9,97,39,765,21,78,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Mike Scott,PF,30,TOT,79,1395,,,31,67,3,1.4,-0.6,20,7,85,11,12,1,151,1,21,2019
Mike Scott,PF,30,LAC,52,748,,,24,74,2,2.2,1.5,11,5,43,7,7,1,98,0,13,2019
Mike Scott,PF,30,PHI,27,647,,,39,58,3,0.5,-2.9,9,2,42,4,5,0,53,1,8,2019
Thabo Sefolosha,SF,34,UTA,50,609,,4,55,42,,10.9,6.6,9,8,20,1,8,2,70,0,4,2019
Wayne Selden,SG,24,TOT,75,1439,,14,74,12,,-9.5,-3.5,36,21,47,15,43,10,244,10,31,2019
Wayne Selden,SG,24,MEM,32,455,,33,58,9,,-5.5,-3.3,9,7,14,4,15,3,79,3,8,2019
Wayne Selden,SG,24,CHI,43,984,,5,81,13,,-11.3,-3.6,27,14,33,11,28,7,165,7,23,2019
Collin Sexton,PG,20,CLE,82,2605,100,,,,,-12.8,-8.0,69,62,75,21,94,37,579,17,101,2019
Landry Shamet,SG,21,TOT,79,1802,2,38,55,5,,1.9,-0.7,29,6,80,4,33,17,275,13,16,2019
Landry Shamet,SG,21,PHI,54,1108,3,48,42,8,,-0.3,-4.5,16,3,56,2,22,13,139,10,4,2019
Landry Shamet,SG,21,LAC,25,694,,23,77,,,5.4,5.3,13,3,24,2,11,4,136,3,12,2019
Iman Shumpert,SG,28,TOT,62,1481,1,23,75,1,,-1.2,-2.1,31,14,65,3,18,28,266,3,13,2019
Iman Shumpert,SG,28,SAC,42,1099,,25,74,,,-1.2,-0.4,22,12,45,2,17,27,212,3,9,2019
Iman Shumpert,SG,28,HOU,20,382,1,19,77,4,,-1.2,-6.9,9,2,20,1,1,1,54,0,4,2019
Pascal Siakam,PF,24,TOR,80,2548,,,,91,9,11.1,14.4,63,46,75,31,149,5,624,47,42,2019
Jordan Sibert,SG,26,ATL,1,4,100,,,,,-55.6,-49.7,0,0,0,0,0,0,0,0,0,2019
Ben Simmons,PG,22,PHI,79,2700,80,20,,,,2.4,-1.6,148,62,83,35,183,4,1480,45,57,2019
Jonathon Simmons,SG-SF,29,TOT,56,1064,7,81,12,,,-5.2,-8.3,32,25,35,2,48,16,311,13,37,2019
Jonathon Simmons,SG,29,ORL,41,845,8,91,,,,-6.2,-9.2,26,20,23,1,36,15,239,10,31,2019
Jonathon Simmons,SF,29,PHI,15,219,1,41,57,1,,-1.5,-4.7,6,5,12,1,12,1,72,3,6,2019
Kobi Simmons,PG,21,CLE,1,2,,100,,,,66.7,76.8,0,0,0,0,0,0,0,0,0,2019
Anfernee Simons,SG,19,POR,20,141,47,51,2,,,-17.0,-21.7,3,6,1,0,6,0,30,0,3,2019
Marcus Smart,SG,24,BOS,80,2200,8,88,5,,,4.7,0.0,81,20,85,11,49,32,763,10,13,2019
Dennis Smith Jr.,PG,21,TOT,53,1508,93,7,,,,-5.0,-0.4,98,36,65,7,66,5,619,13,53,2019
Dennis Smith Jr.,PG,21,DAL,32,908,89,11,,,,-3.3,-2.0,59,28,44,4,33,2,340,9,31,2019
Dennis Smith Jr.,PG,21,NYK,21,600,100,,,,,-7.5,2.0,39,8,21,3,33,3,279,4,22,2019
Ish Smith,PG,30,DET,56,1251,100,,,,,3.0,4.8,30,21,53,3,26,8,512,6,21,2019
J.R. Smith,SG,33,CLE,11,222,,41,46,12,,-3.0,7.5,9,1,7,0,5,1,46,1,0,2019
Jason Smith,C-PF,32,TOT,20,190,,,,17,83,-12.4,-12.2,4,3,17,5,3,2,34,0,2,2019
Jason Smith,C,32,WAS,12,130,,,,,100,-5.8,-3.0,2,1,12,3,2,1,29,0,2,2019
Jason Smith,PF,32,MIL,6,40,,,,83,17,-39.8,-48.8,2,1,4,2,1,1,2,0,0,2019
Jason Smith,C,32,NOP,2,20,,,,,100,0.0,1.3,0,1,1,0,0,0,3,0,0,2019
Zhaire Smith,SG,19,PHI,6,111,19,81,,,,7.0,4.2,3,2,5,0,2,0,23,0,3,2019
Tony Snell,SF,27,MIL,74,1304,,24,70,5,,6.9,-2.4,15,5,50,1,19,3,156,7,9,2019
Ray Spalding,PF,21,TOT,14,148,,,,55,45,-6.8,2.3,4,3,17,0,4,2,13,2,3,2019
Ray Spalding,PF,21,DAL,1,1,,,,100,,-200.0,-198.3,0,0,0,0,0,0,0,0,0,2019
Ray Spalding,PF,21,PHO,13,147,,,,55,45,-5.5,3.7,4,3,17,0,4,2,13,2,3,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Omari Spellman,PF,21,ATL,46,805,,,,77,23,-12.0,-7.7,15,7,25,5,19,2,116,3,14,2019
Nik Stauskas,SG,25,TOT,68,1015,,9,73,18,,-12.6,-14.0,29,12,30,3,24,4,193,2,18,2019
Nik Stauskas,SG,25,POR,44,673,,9,90,1,,-12.2,-19.4,23,10,18,3,13,3,150,2,11,2019
Nik Stauskas,SG,25,CLE,24,342,,9,39,51,,-13.3,-3.5,6,2,12,0,11,1,43,0,7,2019
D.J. Stephens,SG,28,MEM,1,7,,100,,,,-18.8,-16.2,1,0,0,0,0,0,0,0,1,2019
Lance Stephenson,SG,28,LAL,68,1123,2,33,51,14,,-4.4,-3.5,49,20,45,11,33,2,321,7,18,2019
Edmond Sumner,PG,23,IND,23,210,4,70,26,,,-7.7,-11.7,4,1,17,2,12,1,21,3,4,2019
Caleb Swanigan,PF,21,TOT,21,178,,,,87,13,-17.3,-21.1,3,5,16,6,5,3,27,1,6,2019
Caleb Swanigan,PF,21,POR,18,145,,,,97,3,-21.3,-26.2,2,5,13,5,4,1,18,1,6,2019
Caleb Swanigan,PF,21,SAC,3,33,,,,42,59,0.2,1.2,1,0,3,1,1,2,9,0,0,2019
Jayson Tatum,SF,20,BOS,79,2455,,11,79,11,,6.5,4.6,41,43,79,23,91,3,412,20,49,2019
Jeff Teague,PG,30,MIN,42,1264,99,1,,,,0.0,2.3,66,19,55,6,52,14,805,9,31,2019
Garrett Temple,SG,32,TOT,75,2040,,56,44,1,,-1.7,-0.2,37,16,73,9,42,13,248,10,23,2019
Garrett Temple,SG,32,MEM,49,1530,,68,31,1,,-3.0,-0.7,29,11,48,8,29,10,160,7,17,2019
Garrett Temple,SG,32,LAC,26,510,,18,82,,,2.1,1.2,8,5,25,1,13,3,88,3,6,2019
Miloš Teodosić,PG,31,LAC,15,150,58,42,,,,7.0,6.2,15,3,7,0,2,3,75,0,2,2019
Jared Terrell,SG,23,MIN,14,111,72,29,,,,-12.0,-10.8,8,2,7,0,3,0,31,0,2,2019
Emanuel Terry,PF,22,TOT,3,23,,,,13,87,10.7,18.7,0,1,3,1,2,0,5,0,1,2019
Emanuel Terry,PF,22,PHO,2,20,,,,,100,9.3,18.5,0,1,3,1,1,0,2,0,0,2019
Emanuel Terry,PF,22,MIA,1,3,,,,100,,20.0,20.1,0,0,0,0,1,0,3,0,1,2019
Daniel Theis,C,26,BOS,66,908,,,,5,95,8.2,4.5,9,6,104,9,34,5,166,6,15,2019
Isaiah Thomas,SG,29,DEN,12,181,18,82,,,,-4.3,-8.4,11,4,6,0,12,1,53,3,8,2019
Khyri Thomas,SG,22,DET,26,195,11,71,18,,,-7.3,-7.4,1,2,12,1,3,0,19,0,4,2019
Lance Thomas,PF,30,NYK,46,783,,,4,93,2,-11.7,-3.1,10,6,37,4,17,9,63,2,9,2019
Klay Thompson,SG,28,GSW,78,2652,7,80,13,1,,6.9,0.4,51,31,73,16,70,10,421,10,40,2019
Tristan Thompson,C,27,CLE,43,1198,,,,3,97,-12.6,-3.6,19,21,34,12,42,2,203,7,36,2019
Sindarius Thornwell,SG,24,LAC,64,313,,3,86,11,,1.6,0.7,11,5,17,0,14,2,43,1,2,2019
Anthony Tolliver,PF,33,MIN,65,1079,,,20,75,5,-4.0,-3.4,20,7,40,7,24,16,102,4,7,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Karl-Anthony Towns,C,23,MIN,77,2545,,,,,100,0.2,4.9,87,41,108,68,190,13,597,55,77,2019
Gary Trent Jr.,SG,20,POR,15,111,,80,21,,,-1.4,-5.5,1,2,1,1,3,1,11,1,2,2019
Allonzo Trier,SG,23,NYK,64,1459,10,73,17,,,-7.5,2.6,52,28,46,22,91,16,286,15,62,2019
P.J. Tucker,PF,33,HOU,82,2802,,,11,83,6,4.8,-0.9,30,5,122,18,12,35,247,1,16,2019
Evan Turner,PG,30,POR,73,1605,48,52,,,,1.1,-4.7,83,21,61,5,44,10,696,10,27,2019
Myles Turner,C,22,IND,74,2119,,,,,100,2.7,-1.3,40,27,105,23,92,11,267,25,33,2019
Ekpe Udoh,C,31,UTA,51,320,,,,4,97,-4.3,-10.4,2,6,26,4,11,2,71,2,4,2019
Tyler Ulis,PG,23,CHI,1,1,100,,,,,0.0,8.6,0,0,0,0,0,0,0,0,0,2019
Jonas Valančiūnas,C,26,TOT,49,1091,,,,,100,2.0,0.3,33,23,78,22,77,6,166,10,41,2019
Jonas Valančiūnas,C,26,TOR,30,564,,,,,100,5.3,-0.7,15,6,46,11,36,2,73,5,16,2019
Jonas Valančiūnas,C,26,MEM,19,527,,,,,100,-1.5,1.3,18,17,32,11,41,4,93,5,25,2019
Jarred Vanderbilt,PF,19,DEN,17,69,,,68,32,,6.0,2.3,3,1,4,1,5,0,6,1,3,2019
Fred VanVleet,PG,24,TOR,64,1760,100,,,,,8.2,4.1,55,18,51,5,48,10,731,15,39,2019
Noah Vonleh,PF,23,NYK,68,1722,,,,73,27,-7.7,2.6,22,23,75,25,62,15,315,17,31,2019
Nikola Vučević,C,28,ORL,80,2510,,,,,100,4.1,8.3,67,41,91,16,93,6,744,24,60,2019
Dwyane Wade*,SG,37,MIA,72,1885,11,70,18,,,-2.1,-3.8,113,34,62,9,106,3,704,17,34,2019
Moritz Wagner,C,21,LAL,43,446,,,,41,59,-11.0,-10.3,17,11,26,3,27,3,57,9,17,2019
Dion Waiters,SG,27,MIA,44,1138,58,40,2,,,-2.1,-2.8,38,15,26,7,21,1,302,6,22,2019
Kemba Walker,PG,28,CHO,82,2863,100,,,,,0.4,6.2,123,75,64,5,186,62,1164,40,126,2019
Lonnie Walker IV,SG,20,SAS,17,118,42,45,14,,,-20.5,-23.4,1,2,7,0,4,0,20,0,3,2019
John Wall,PG,28,WAS,32,1104,100,,,,,-6.7,-5.2,73,33,41,10,76,9,659,12,36,2019
Tyrone Wallace,PG,24,LAC,62,628,56,41,3,,,4.7,4.5,20,8,42,3,29,5,98,5,32,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Brad Wanamaker,PG,29,BOS,36,343,62,38,,,,10.7,6.6,13,3,14,1,10,1,129,3,2,2019
T.J. Warren,SF,25,PHO,43,1360,,,1,99,,-7.8,1.9,21,13,54,11,62,4,159,16,32,2019
Julian Washburn,SF,27,MEM,18,254,,18,72,10,,-2.5,0.1,2,2,7,0,1,1,33,0,1,2019
Yuta Watanabe,SF,24,MEM,15,174,,,53,47,1,5.3,8.3,2,2,7,0,3,1,20,0,1,2019
Thomas Welsh,C,22,DEN,11,36,,,,,100,6.5,2.8,0,1,2,0,1,1,11,0,0,2019
Russell Westbrook,PG,30,OKC,73,2630,52,47,1,,,4.7,5.0,223,66,78,24,205,15,1862,45,68,2019
Derrick White,PG,24,SAS,67,1728,83,17,,,,5.5,6.0,61,19,70,7,54,28,598,12,33,2019
Okaro White,PF,26,WAS,3,6,,,51,49,,-23.1,-20.2,0,0,0,0,0,0,0,0,0,2019
Hassan Whiteside,C,29,MIA,72,1674,,,,,100,1.5,2.7,24,17,99,27,110,5,131,45,50,2019
Andrew Wiggins,SF,23,MIN,73,2543,,32,68,1,,-1.0,1.4,50,53,93,16,137,11,454,29,88,2019
Alan Williams,PF,26,BRK,5,26,,,,34,66,22.7,23.0,1,0,1,0,0,0,8,0,0,2019
C.J. Williams,SG,28,MIN,15,128,14,71,15,,,-17.7,-16.7,2,2,7,0,1,0,27,1,1,2019
Johnathan Williams,C,23,LAL,24,372,,,,33,67,7.5,10.2,0,7,32,6,22,3,32,6,11,2019
Kenrich Williams,SF,24,NOP,46,1079,1,8,87,5,,-3.3,-2.6,24,6,47,2,8,17,196,2,17,2019
Lou Williams,SG,32,LAC,75,1993,15,65,20,,,2.9,3.9,123,44,32,2,183,8,917,44,73,2019
Marvin Williams,PF,32,CHO,75,2133,,,,78,22,-0.6,1.7,16,14,76,12,27,4,224,3,21,2019
Robert Williams,C,21,BOS,32,283,,,,4,96,-5.0,-10.4,3,4,24,0,6,0,15,1,4,2019
Troy Williams,SF,24,SAC,21,312,,12,74,14,,-9.4,-9.2,3,2,20,0,3,4,26,0,6,2019
D.J. Wilson,PF,22,MIL,48,882,,,6,84,10,5.7,-3.6,16,7,56,6,18,4,132,3,11,2019
Justise Winslow,SF,22,MIA,66,1959,,1,63,36,,3.4,7.1,94,30,68,14,70,12,680,11,43,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
