Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Season
Marcin Gortat,C,34,LAC,47,751,,,,,100,-6.3,-9.0,21,7,42,18,20,8,148,4,16,2019
Devonte' Graham,PG,23,CHO,46,676,59,40,1,,,-6.7,-6.4,20,5,18,2,19,7,278,5,12,2019
Treveon Graham,SG,25,BRK,35,715,2,80,18,1,,2.5,3.3,6,2,31,3,10,12,83,2,8,2019
Jerami Grant,PF,24,OKC,80,2612,,,,99,1,4.8,5.2,16,19,110,21,115,38,204,34,63,2019
Jerian Grant,PG,26,ORL,60,939,92,8,,,,-6.3,-9.6,34,9,27,5,20,10,366,5,8,2019
Donte Grantham,SF,23,OKC,3,2,,,,35,65,-50.0,-53.1,0,0,0,0,0,0,0,0,0,2019
Danny Green,SG,31,TOR,80,2216,,68,31,1,,13.7,17.6,42,14,82,5,12,17,305,0,17,2019
Draymond Green,PF,28,GSW,66,2065,,,59,39,2,10.5,7.8,127,19,93,16,38,22,1069,12,17,2019
Gerald Green,SG,33,HOU,73,1473,1,22,65,12,,4.2,-1.3,27,17,70,5,31,4,99,10,13,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
JaMychal Green,PF,28,TOT,65,1371,,,2,94,4,-7.7,-8.2,42,11,91,15,46,8,111,8,37,2019
JaMychal Green,PF,28,MEM,41,900,,,3,95,2,-11.8,-11.9,32,7,55,10,34,8,80,5,26,2019
JaMychal Green,PF,28,LAC,24,471,,,,93,7,0.0,-1.1,10,4,36,5,12,0,31,3,11,2019
Jeff Green,PF,32,WAS,77,2097,,,1,79,21,-2.6,0.6,39,32,89,16,105,25,331,26,25,2019
Blake Griffin,PF,29,DET,75,2622,,,,93,7,0.4,2.1,122,62,70,39,218,48,1007,55,72,2019
Daniel Hamilton,SG,23,ATL,19,204,,17,81,1,2,-7.3,-1.5,10,3,10,1,3,1,50,0,5,2019
Dusty Hannahs,SG,25,MEM,2,26,,93,7,,,-19.9,-17.4,0,0,0,1,1,0,11,0,1,2019
Tim Hardaway Jr.,SG,26,TOT,65,2057,3,72,25,1,,-9.2,-2.7,53,36,56,10,104,31,387,28,54,2019
Tim Hardaway Jr.,SG,26,NYK,46,1499,,70,29,1,,-10.1,-1.5,39,33,48,4,83,25,294,19,46,2019
Tim Hardaway Jr.,SG,26,DAL,19,558,10,77,13,,,-6.8,-5.9,14,3,8,6,21,6,93,9,8,2019
James Harden,PG,29,HOU,78,2867,58,42,,,,6.6,5.5,214,108,76,43,358,22,1390,76,112,2019
Maurice Harkless,SF,25,POR,60,1415,,,80,20,,7.9,6.2,21,9,81,10,38,3,175,9,21,2019
Montrezl Harrell,C,25,LAC,82,2158,,,,4,96,2.1,2.3,48,41,136,26,202,30,381,70,72,2019
Devin Harris,PG,35,DAL,68,1071,47,53,,,,-4.4,-3.6,31,14,52,5,47,24,297,6,19,2019
Gary Harris,SG,24,DEN,57,1639,3,89,8,,,6.0,3.9,30,23,40,7,62,6,298,16,42,2019
Joe Harris,SG,27,BRK,76,2293,,42,52,6,,-2.0,-4.3,63,30,78,18,48,16,436,9,67,2019
Tobias Harris,PF,26,TOT,82,2847,,,2,91,7,0.3,-2.2,64,51,103,22,132,5,548,34,59,2019
Tobias Harris,PF,26,LAC,55,1903,,,2,93,5,0.1,-1.8,44,41,68,15,96,3,370,28,42,2019
Tobias Harris,PF,26,PHI,27,944,,,2,86,11,0.7,-3.0,20,10,35,7,36,2,178,6,17,2019
Andrew Harrison,PG,24,TOT,17,187,90,10,,,,-4.7,3.6,7,0,16,0,8,5,57,2,2,2019
Andrew Harrison,PG,24,MEM,1,5,100,,,,,-36.1,-33.6,0,0,0,0,0,0,0,0,0,2019
Andrew Harrison,PG,24,CLE,10,144,93,8,,,,-2.8,7.6,5,0,13,0,8,3,41,2,2,2019
Andrew Harrison,PG,24,NOP,6,38,79,21,,,,-8.0,-6.7,2,0,3,0,0,2,16,0,0,2019
Shaquille Harrison,SG,25,CHI,73,1430,40,59,1,,,-10.5,-2.9,32,16,61,3,60,14,329,17,41,2019
Josh Hart,SG,23,LAL,67,1715,10,59,30,1,,0.2,3.6,25,15,65,7,36,17,231,14,31,2019
Isaiah Hartenstein,PF,20,HOU,28,221,,,,2,98,8.2,3.3,3,1,22,6,7,1,41,2,6,2019
Udonis Haslem,C,38,MIA,10,74,,,,6,94,-18.6,-18.8,1,0,7,1,2,3,4,0,1,2019
Gordon Hayward,PF,28,BOS,72,1863,,,41,59,1,4.7,0.0,48,24,37,25,71,9,592,15,27,2019
John Henson,C,28,MIL,14,188,,,,12,89,-1.6,-10.6,6,1,12,1,2,2,32,0,1,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Juancho Hernangómez,PF,23,DEN,70,1358,,,48,50,2,1.4,-3.6,9,17,51,6,38,6,135,9,15,2019
Willy Hernangómez,C,24,CHO,58,812,,,,9,92,-6.7,-6.7,19,16,46,17,68,3,144,18,31,2019
Mario Hezonja,SF,23,NYK,58,1206,,6,60,34,,-9.8,-0.8,43,19,51,11,57,6,201,12,29,2019
Isaiah Hicks,PF,24,NYK,3,32,,,,89,12,-6.3,2.9,1,0,3,0,2,1,5,1,0,2019
Buddy Hield,SG,26,SAC,82,2615,6,92,2,,,-0.4,1.7,70,51,86,13,67,15,483,17,54,2019
Haywood Highsmith,SF,22,PHI,5,40,,,59,41,,-28.7,-31.9,0,1,0,0,1,0,4,0,1,2019
Nenê,C,36,HOU,42,546,,,,,100,8.0,3.4,4,2,41,3,26,7,70,7,9,2019
George Hill,PG,32,TOT,60,1302,71,29,,,,6.1,3.1,26,15,37,7,31,10,316,8,19,2019
George Hill,PG,32,CLE,13,344,80,20,,,,-6.2,4.3,11,6,10,3,7,2,83,1,7,2019
George Hill,PG,32,MIL,47,958,68,32,1,,,10.5,2.6,15,9,27,4,24,8,233,7,12,2019
Solomon Hill,SF,27,NOP,44,878,,18,69,13,,-6.1,-6.1,18,9,42,2,14,11,129,2,9,2019
Aaron Holiday,PG,22,IND,50,646,99,1,,,,7.6,5.1,23,10,31,4,17,14,195,6,12,2019
Jrue Holiday,SG,28,NOP,67,2402,5,67,28,,,4.4,14.5,139,47,59,8,116,10,1197,36,65,2019
Justin Holiday,SG,29,TOT,82,2607,,53,46,1,,-8.1,-3.7,71,21,75,4,37,20,345,10,32,2019
Justin Holiday,SG,29,CHI,38,1325,,64,35,1,,-11.6,-4.4,33,9,36,3,16,11,197,3,16,2019
Justin Holiday,SG,29,MEM,44,1282,,42,56,2,,-4.6,-3.0,38,12,39,1,21,9,148,7,16,2019
John Holland,SF,30,CLE,1,1,,,100,,,100.0,110.1,0,0,0,0,0,0,0,0,0,2019
Rondae Hollis-Jefferson,SF,24,BRK,59,1234,,2,46,50,2,0.2,0.4,19,28,39,17,91,16,246,17,46,2019
Richaun Holmes,C,25,PHO,70,1184,,,,1,99,-6.9,3.0,18,9,109,19,81,6,143,27,29,2019
Rodney Hood,SG,26,TOT,72,1893,,25,68,6,,-7.1,-2.6,23,16,58,10,69,14,302,13,19,2019
Rodney Hood,SG,26,CLE,45,1234,,28,65,7,,-12.4,-3.3,15,10,43,8,49,7,223,8,11,2019
Rodney Hood,SG,26,POR,27,659,,21,75,5,,2.7,-1.5,8,6,15,2,20,7,79,5,8,2019
Al Horford,C,32,BOS,68,1973,,,,8,92,6.1,2.7,47,25,77,13,46,6,689,21,29,2019
Danuel House Jr.,SF,25,HOU,39,979,,3,52,45,,10.6,7.4,13,14,52,6,33,2,101,5,6,2019
Dwight Howard,C,33,WAS,9,230,,,,,100,-10.3,-7.8,5,5,14,4,20,0,8,6,8,2019
Kevin Huerter,SG,20,ATL,75,2048,1,73,25,,,-3.0,6.0,73,20,70,7,24,5,524,6,29,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Isaac Humphries,C,21,ATL,5,56,,,,37,63,-16.5,-10.8,0,0,5,0,0,0,0,0,4,2019
R.J. Hunter,SG,25,BOS,1,26,,100,,,,56.5,52.1,0,0,2,0,0,0,8,0,1,2019
Chandler Hutchison,SF,22,CHI,44,895,,,56,44,,-6.2,3.1,11,7,32,3,19,13,78,2,11,2019
Serge Ibaka,C,29,TOR,74,2010,,,,3,97,6.4,1.1,16,32,91,36,79,0,257,16,30,2019
Andre Iguodala,SF,35,GSW,68,1578,3,34,59,5,,9.2,4.0,37,6,48,1,29,10,505,7,4,2019
Ersan İlyasova,PF,31,MIL,67,1231,,1,13,65,21,9.1,0.8,18,6,84,13,27,60,129,4,20,2019
Joe Ingles,PF,31,UTA,82,2568,,,35,66,,7.5,6.2,123,39,56,18,32,16,1063,9,31,2019
Andre Ingram,SG,33,LAL,4,15,,81,19,,,13.1,15.0,1,0,0,0,0,0,0,0,0,2019
Brandon Ingram,SF,21,LAL,52,1760,,34,47,19,,-2.0,-0.2,51,42,54,22,137,14,356,35,50,2019
Kyrie Irving,PG,26,BOS,67,2214,80,20,,,,6.1,3.3,100,47,64,12,93,25,1093,27,45,2019
Jonathan Isaac,PF,21,ORL,75,1996,,,,100,1,1.7,1.3,37,19,85,10,62,14,183,12,28,2019
Wes Iwundu,SF,24,ORL,68,1233,,2,96,2,,2.0,1.4,23,10,66,5,48,5,172,8,25,2019
Demetrius Jackson,PG,24,PHI,6,39,100,,,,,-12.8,-15.9,0,0,2,0,0,0,14,0,1,2019
Frank Jackson,PG,20,NOP,61,1169,51,49,,,,-5.3,-5.6,29,5,43,5,33,6,158,5,23,2019
Jaren Jackson Jr.,PF,19,MEM,58,1515,,,,69,32,-3.2,-1.0,19,34,108,31,95,2,152,26,41,2019
Josh Jackson,SG,21,PHO,79,1988,,42,54,4,,-9.7,-1.3,101,27,88,23,104,31,396,16,71,2019
Justin Jackson,SF,23,TOT,81,1614,,,72,28,,-1.0,0.1,9,12,46,3,40,15,218,9,5,2019
Justin Jackson,SF,23,SAC,52,1083,,,67,33,,-1.9,-1.3,6,9,26,3,25,12,152,5,1,2019
Justin Jackson,SF,23,DAL,29,531,,1,81,17,1,0.9,3.1,3,3,20,0,15,3,66,4,4,2019
Reggie Jackson,PG,28,DET,82,2289,92,8,,,,1.0,3.2,88,29,72,19,75,18,821,25,40,2019
LeBron James,SF,34,LAL,55,1937,,,64,34,3,2.4,8.2,127,44,41,16,195,9,1054,59,52,2019
Amile Jefferson,PF,25,ORL,12,68,,,6,83,11,11.0,10.1,0,0,3,0,4,0,7,0,1,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
John Jenkins,SG,27,TOT,26,333,21,72,8,,,-8.6,0.4,8,0,7,1,8,1,51,1,4,2019
John Jenkins,SG,27,WAS,4,14,,29,72,,,3.2,6.2,0,0,0,0,0,0,3,0,0,2019
John Jenkins,SG,27,NYK,22,319,22,74,5,,,-9.1,0.1,8,0,7,1,8,1,48,1,4,2019
Jonas Jerebko,PF,31,GSW,73,1218,,,3,70,27,2.4,-6.4,21,9,55,9,37,11,231,11,13,2019
Alize Johnson,PF,22,IND,14,64,,,34,52,15,-1.0,-4.4,0,0,3,0,3,0,2,0,1,2019
Amir Johnson,C,31,PHI,51,529,,,,8,92,-4.0,-8.0,19,9,54,10,21,3,143,5,6,2019
B.J. Johnson,SF,23,TOT,7,49,,8,92,,,-14.1,-8.9,0,1,2,0,1,0,0,0,2,2019
B.J. Johnson,SF,23,ATL,6,43,,9,91,,,-13.8,-8.0,0,1,1,0,1,0,0,0,2,2019
B.J. Johnson,SF,23,SAC,1,6,,,100,,,-16.7,-15.8,0,0,1,0,0,0,0,0,0,2019
James Johnson,PF,31,MIA,55,1164,,,5,95,,-4.2,-5.8,33,17,53,14,35,3,336,8,15,2019
Stanley Johnson,SF,22,TOT,66,1208,,3,47,50,,-7.2,-8.0,36,21,38,14,35,10,220,10,38,2019
Stanley Johnson,SF,22,DET,48,961,,,44,56,,-5.1,-6.3,19,17,30,10,27,8,151,7,27,2019
Stanley Johnson,SF,22,NOP,18,247,,16,56,28,,-15.3,-14.9,17,4,8,4,8,2,69,3,11,2019
Tyler Johnson,PG,26,TOT,57,1529,93,7,,,,-4.0,-2.2,45,19,54,6,48,9,396,8,29,2019
Tyler Johnson,PG,26,MIA,44,1123,91,9,,,,-2.7,-3.6,38,14,38,6,36,5,273,8,20,2019
Tyler Johnson,PG,26,PHO,13,406,100,1,,,,-7.6,1.6,7,5,16,0,12,4,123,0,9,2019
Wesley Johnson,SF,31,TOT,38,534,,25,68,7,,-7.2,-6.1,10,7,33,1,10,3,49,3,0,2019
Wesley Johnson,SF,31,NOP,26,377,,11,80,9,,-10.4,-10.0,5,6,23,1,4,2,33,0,0,2019
Wesley Johnson,SF,31,WAS,12,157,,57,40,3,,0.4,3.5,5,1,10,0,6,1,16,3,0,2019
Nikola Jokić,C,23,DEN,80,2504,,,,,100,4.9,3.2,131,65,94,30,135,17,1333,44,67,2019
Damian Jones,C,23,GSW,24,410,,,,,100,2.5,-4.8,4,2,31,8,18,4,62,5,11,2019
Derrick Jones Jr.,SF,21,MIA,60,1153,1,9,54,37,,0.1,0.3,18,8,60,7,60,8,96,17,26,2019
Jalen Jones,SF,25,CLE,16,214,,5,51,45,,-5.2,5.2,3,3,13,0,13,1,19,1,2,2019
Jemerrio Jones,SF,23,LAL,6,143,,5,88,7,,9.2,11.4,2,2,5,0,1,1,34,0,4,2019
Terrence Jones,PF,27,HOU,2,5,,,,,100,-92.3,-97.5,1,0,1,0,1,0,0,1,0,2019
Tyus Jones,PG,22,MIN,68,1560,99,1,,,,0.1,2.8,37,4,32,3,26,11,781,5,21,2019
DeAndre Jordan,C,30,TOT,69,2047,,,,,100,-5.7,-2.2,78,27,86,30,102,4,364,19,31,2019
DeAndre Jordan,C,30,DAL,50,1554,,,,,100,-1.2,0.9,52,21,60,25,71,3,229,13,22,2019
DeAndre Jordan,C,30,NYK,19,493,,,,2,98,-19.7,-11.9,26,6,26,5,31,1,135,6,9,2019
Cory Joseph,PG,27,IND,82,2063,55,45,,,,5.6,4.8,57,9,65,3,14,24,748,3,22,2019
Frank Kaminsky,C,25,CHO,47,755,,,,,100,-0.3,1.3,12,12,34,10,51,6,150,16,12,2019
Luke Kennard,SG,22,DET,63,1437,,17,82,2,,0.0,0.5,30,11,47,6,19,4,285,5,17,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Michael Kidd-Gilchrist,PF,25,CHO,64,1179,,,,95,5,-0.4,1.3,8,14,91,13,58,11,159,11,38,2019
George King,SF,25,PHO,1,6,,43,57,,,-65.9,-57.0,0,0,0,0,0,0,0,0,0,2019
Maxi Kleber,PF,27,DAL,71,1502,,,2,83,16,2.4,6.7,30,9,82,10,29,10,180,6,18,2019
Brandon Knight,PG,27,TOT,39,736,38,62,,,,-12.3,-5.2,15,8,20,3,18,14,179,4,17,2019
Brandon Knight,PG,27,HOU,12,118,82,19,,,,-5.4,-10.7,2,1,5,1,5,0,24,1,1,2019
Brandon Knight,PG,27,CLE,27,618,30,70,,,,-13.6,-4.1,13,7,15,2,13,14,155,3,16,2019
Kevin Knox,PF,19,NYK,75,2158,,1,55,44,,-14.1,-10.8,30,39,104,12,114,4,203,19,60,2019
Furkan Korkmaz,SG,21,PHI,48,679,,13,71,16,,3.6,0.9,11,8,29,2,16,7,126,5,9,2019
Luke Kornet,C,23,NYK,46,784,,,,33,67,-4.1,6.4,18,5,31,0,17,7,126,2,6,2019
Kyle Korver,SG-PF,37,TOT,70,1334,7,55,25,13,,3.4,1.3,36,9,45,11,18,9,188,6,18,2019
Kyle Korver,PF,37,CLE,16,251,,,32,68,,-8.7,1.5,12,2,8,3,3,4,35,1,2,2019
Kyle Korver,SG,37,UTA,54,1083,8,68,24,,,6.3,1.3,24,7,37,8,15,5,153,5,16,2019
Kosta Koufos,C,29,SAC,42,502,,,,,100,-0.8,0.1,10,7,40,9,12,1,94,3,8,2019
Rodions Kurucs,SF,20,BRK,63,1294,,5,33,59,3,-0.5,-0.6,26,22,62,17,38,5,123,5,42,2019
Kyle Kuzma,PF,23,LAL,70,2314,,,3,83,15,-1.2,1.5,47,37,72,25,101,10,418,22,68,2019
Skal Labissière,PF,22,TOT,22,176,,,,53,47,-6.0,-6.9,4,2,17,3,5,1,28,0,3,2019
Skal Labissière,PF,22,SAC,13,113,,,,30,70,-1.0,-0.1,4,2,12,1,3,1,16,0,2,2019
Skal Labissière,PF,22,POR,9,63,,,,92,8,-14.9,-19.2,0,0,5,2,2,0,12,0,1,2019
Jeremy Lamb,SG,26,CHO,79,2250,,77,23,,,0.6,4.5,41,17,72,9,126,22,414,31,45,2019
Zach LaVine,SG,23,CHI,63,2171,,43,55,2,,-7.4,2.8,109,65,60,10,172,6,653,43,99,2019
Jake Layman,SF,24,POR,71,1327,,9,61,30,,2.3,-2.3,20,10,60,8,35,10,132,11,17,2019
T.J. Leaf,PF,21,IND,58,522,,,,91,9,3.9,0.7,3,6,23,1,15,2,57,5,9,2019
Courtney Lee,SG,33,TOT,34,428,3,80,17,,,-6.6,-2.2,8,1,12,1,8,6,95,1,5,2019
Courtney Lee,SG,33,NYK,12,160,,83,17,,,-7.3,2.0,4,1,6,0,5,3,43,1,0,2019
Courtney Lee,SG,33,DAL,22,268,6,78,16,,,-6.1,-4.6,4,0,6,1,3,3,52,0,5,2019
Damion Lee,SG,26,GSW,32,375,4,66,30,,,-5.8,-13.9,5,1,16,3,9,4,32,2,8,2019
Walt Lemon Jr.,PG,26,CHI,6,167,100,,,,,-8.3,0.3,9,0,5,1,7,1,72,3,12,2019
Alex Len,C,25,ATL,77,1544,,,,,100,-4.9,1.6,28,14,108,29,101,0,205,19,45,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Kawhi Leonard,SF,27,TOR,60,2040,,1,87,12,,8.5,5.3,43,49,33,11,181,7,501,48,49,2019
Meyers Leonard,C,26,POR,61,878,,,,,100,-5.2,-11.7,15,11,48,14,20,6,181,4,6,2019
Jon Leuer,PF,29,DET,41,402,,,,71,29,-13.4,-14.5,5,6,34,9,16,5,32,7,7,2019
Caris LeVert,SF,24,BRK,40,1063,,8,77,16,,0.0,0.1,36,18,36,6,61,14,392,19,28,2019
Damian Lillard,PG,28,POR,80,2838,100,,,,,7.7,13.7,151,40,60,9,162,33,1267,35,90,2019
Jeremy Lin,PG,30,TOT,74,1436,75,25,,,,-6.1,-4.2,75,34,82,6,68,40,546,10,35,2019
Jeremy Lin,PG,30,ATL,51,1003,85,15,,,,-5.7,0.2,58,29,50,5,51,32,428,8,24,2019
Jeremy Lin,PG,30,TOR,23,433,52,48,,,,-7.1,-14.6,17,5,32,1,17,8,118,2,11,2019
Shaun Livingston,PG,33,GSW,64,967,35,64,1,,,3.5,-4.3,25,4,31,7,25,2,275,7,11,2019
Zach Lofton,SG,26,DET,1,4,,,100,,,14.3,14.6,1,0,0,0,0,0,0,0,0,2019
Kevon Looney,C,22,GSW,80,1481,,,,10,90,11.0,6.8,15,12,121,19,53,5,300,15,30,2019
Brook Lopez,C,30,MIL,81,2322,,,,,100,10.7,5.3,32,16,111,18,73,2,241,21,15,2019
Robin Lopez,C,30,CHI,74,1606,,,,,100,-5.1,5.9,17,28,59,30,55,4,207,14,19,2019
Kevin Love,PF,30,CLE,22,598,,,,91,9,-4.5,6.7,20,13,26,6,33,9,112,4,17,2019
Kyle Lowry,PG,32,TOR,65,2213,70,30,,,,11.2,12.2,135,24,60,11,69,48,1282,18,30,2019
Jordan Loyd,PG,25,TOR,12,55,30,60,10,,,-15.5,-21.7,0,2,3,0,5,0,16,2,1,2019
Kalin Lucas,PG,29,DET,1,6,100,,,,,-27.3,-27.0,0,0,1,0,1,0,2,0,0,2019
Timothé Luwawu-Cabarrot,SF,23,TOT,50,669,,9,35,56,,-15.0,-9.4,6,8,42,3,23,1,54,10,18,2019
Timothé Luwawu-Cabarrot,SF,23,OKC,21,123,,49,44,6,,-18.9,-22.7,2,1,5,1,4,0,9,2,4,2019
Timothé Luwawu-Cabarrot,SF,23,CHI,29,546,,,33,67,,-14.1,-6.4,4,7,37,2,19,1,45,8,14,2019
Tyler Lydon,PF,22,DEN,25,94,,,16,67,17,-5.7,-9.7,1,0,3,3,1,0,17,0,3,2019
Trey Lyles,PF,23,DEN,64,1120,,,,85,16,-0.2,-5.5,27,18,54,12,52,4,203,12,24,2019
Scott Machado,PG,28,LAL,4,19,100,,,,,-3.1,-1.2,0,0,2,0,1,0,6,1,0,2019
Shelvin Mack,PG,28,TOT,57,1246,54,45,,,,-9.9,-9.8,43,15,26,4,32,5,427,7,38,2019
Shelvin Mack,PG,28,MEM,53,1204,54,46,,,,-8.3,-8.3,39,15,25,4,28,5,425,6,36,2019
Shelvin Mack,PG,28,CHO,4,42,75,25,,,,-55.0,-54.2,4,0,1,0,4,0,2,1,2,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Daryl Macon,SG,23,DAL,8,90,5,75,21,,,-4.5,-2.8,4,0,5,1,2,0,17,0,4,2019
J.P. Macura,SG,23,CHO,2,17,27,56,18,,,5.5,6.9,0,0,0,0,0,1,4,0,1,2019
Ian Mahinmi,C,32,WAS,34,498,,,,,100,-3.3,-0.5,8,4,33,6,24,8,58,5,9,2019
Thon Maker,C-PF,21,TOT,64,972,,,,47,53,0.8,-2.9,15,7,62,7,36,4,107,3,13,2019
Thon Maker,C,21,MIL,35,409,,,,12,88,6.3,-2.5,5,1,36,2,16,3,44,3,5,2019
Thon Maker,PF,21,DET,29,563,,,,73,27,-3.1,-3.3,10,6,26,5,20,1,63,0,8,2019
Boban Marjanović,C,30,TOT,58,681,,,,,100,0.0,-2.0,20,14,46,16,56,0,119,18,18,2019
Boban Marjanović,C,30,LAC,36,376,,,,,100,-1.4,-2.6,9,8,27,13,39,0,50,14,11,2019
Boban Marjanović,C,30,PHI,22,305,,,,,100,1.7,-1.3,11,6,19,3,17,0,69,4,7,2019
Lauri Markkanen,PF,21,CHI,52,1682,,,,77,23,-5.8,4.8,24,34,60,16,83,10,179,19,38,2019
Jarell Martin,PF,24,ORL,42,328,,,,83,18,5.1,4.4,4,2,32,4,7,2,43,3,6,2019
Frank Mason III,PG,24,SAC,38,435,65,35,,,,-14.5,-15.3,22,6,13,4,21,1,196,6,12,2019
Yante Maten,PF,22,MIA,2,13,,,,100,,8.0,8.2,0,0,0,0,0,0,0,0,0,2019
Wesley Matthews,SF-SG,32,TOT,69,2091,1,50,49,,,-2.5,-2.9,50,26,82,5,55,26,380,6,30,2019
Wesley Matthews,SF,32,DAL,44,1312,,27,73,,,-1.7,0.1,35,14,51,4,36,15,241,3,23,2019
Wesley Matthews,SG,32,NYK,2,54,,77,23,,,-2.0,7.3,0,2,1,0,1,1,12,0,1,2019
Wesley Matthews,SG,32,IND,23,725,3,91,7,,,-4.0,-9.0,15,10,30,1,18,10,127,3,6,2019
Luc Mbah a Moute,PF,32,LAC,4,61,,,84,14,2,12.1,11.3,0,0,2,0,3,0,4,1,2,2019
Tahjere McCall,SG,24,BRK,1,8,,100,,,,78.9,79.3,0,0,0,0,1,2,0,1,0,2019
Patrick McCaw,SG,23,TOT,29,397,1,46,46,7,,-5.7,-10.1,9,4,19,1,8,3,78,1,3,2019
Patrick McCaw,SG,23,CLE,3,53,,78,22,,,-27.8,-17.9,1,0,0,0,0,1,6,0,1,2019
Patrick McCaw,SG,23,TOR,26,344,2,41,49,9,,-2.3,-8.9,8,4,19,1,8,2,72,1,2,2019
CJ McCollum,SG,27,POR,70,2375,,71,29,1,,6.3,6.1,51,21,81,15,83,10,499,18,64,2019
T.J. McConnell,PG,26,PHI,76,1470,99,1,,,,0.1,-4.5,50,28,47,2,15,10,615,5,19,2019
Doug McDermott,SF,27,IND,77,1340,,1,71,29,,4.7,2.0,21,5,48,8,30,4,151,8,24,2019
JaVale McGee,C,31,LAL,75,1671,,,,,100,-4.4,-4.4,39,25,98,30,72,3,124,20,21,2019
Rodney McGruder,SG,27,MIA,66,1550,57,39,4,,,-1.0,-1.4,33,18,62,4,29,13,265,6,29,2019
Alfonzo McKinnie,SF,26,GSW,72,1003,,23,71,7,,1.6,-7.0,11,4,66,5,23,6,76,8,20,2019
Ben McLemore,SG,25,SAC,19,158,1,59,41,,,-2.6,-1.8,2,1,10,0,5,2,11,0,3,2019
Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2019
Jordan McRae,SG,27,WAS,27,333,27,64,9,,,-3.5,-0.7,5,5,12,3,18,4,69,6,7,2019
Jodie Meeks,SG,31,TOR,8,104,1,56,42,,,6.6,0.7,1,1,3,0,0,0,19,0,2,2019
Salah Mejri,C,32,DAL,36,399,,,,,100,-6.9,-5.8,3,8,36,4,13,10,81,4,8,2019
De'Anthony Melton,PG,20,PHO,50,984,95,5,,,,-7.9,1.4,49,15,60,2,11,10,367,4,11,2019
Chimezie Metu,PF,21,SAS,29,145,,,9,58,34,-3.5,-5.9,7,6,2,1,7,0,31,1,3,2019
Khris Middleton,SF,27,MIL,77,2393,,6,84,9,,10.0,3.8,90,52,62,18,101,10,770,20,61,2019
C.J. Miles,SF,31,TOT,53,856,,12,63,25,,-2.2,-6.5,16,6,38,5,24,4,78,6,17,2019
C.J. Miles,SF,31,TOR,40,562,,11,64,25,,-10.2,-18.8,12,5,29,2,19,2,47,5,12,2019
C.J. Miles,SF,31,MEM,13,294,,14,62,24,,12.9,16.8,4,1,9,3,5,2,31,1,5,2019
Darius Miller,SF,28,NOP,69,1757,,,63,37,,0.2,2.8,40,5,68,4,28,11,336,10,15,2019
Malcolm Miller,SF,25,TOR,10,67,,,60,41,,-2.5,-8.5,0,1,3,0,2,0,3,0,1,2019
Patty Mills,PG,30,SAS,82,1908,100,,,,,5.0,5.6,58,25,51,5,31,35,580,5,12,2019
Paul Millsap,PF,33,DEN,70,1895,,,20,80,,8.5,9.2,34,35,103,12,103,13,342,21,51,2019
Shake Milton,SG,22,PHI,20,268,11,51,36,2,,-0.6,-3.7,1,2,20,0,2,2,39,1,4,2019
Nikola Mirotić,PF,27,TOT,46,1245,,,6,61,33,4.3,3.8,27,8,49,7,34,10,127,8,15,2019
Nikola Mirotić,PF,27,NOP,32,925,,,,64,36,1.4,3.6,19,8,37,5,29,10,80,8,12,2019
Nikola Mirotić,PF,27,MIL,14,320,,,23,53,24,12.6,4.4,8,0,12,2,5,0,47,0,3,2019
Donovan Mitchell,SG,22,UTA,77,2598,29,71,1,,,6.6,3.9,115,66,79,21,149,11,805,30,96,2019
Naz Mitrou-Long,SG,25,UTA,14,84,28,70,2,,,-17.0,-22.8,4,3,6,1,1,2,35,0,1,2019
