Player,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Versatility Score,Blocks/Foul Ratio,And1 Efectiveness,AST/TOV Ratio,ORB/DRB,Net Plus Minus,3P Shots Attempted %,2P Shots Attempted %,PF Efficiency,Points per Shot attempted,Starting Percentage
Tyrese Maxey,41,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,2023,17.0,0.605,0.404,0.233,1.4,8.8,5.2,16.9,1.2,0.4,7.4,24.1,3.7,1.6,5.4,0.128,1.9,-1.2,0.6,1.3,SG,22,PHI,60.0,33.6,0.47,0.53,0.0,0.0,0.0,5.8,2.1,0.6,0.22,0.93,0.25,1.82,0.17,8.43,0.55,0.63,0.6913,0.1075,0.3022,5.833333333333334,0.1538,3.1,0.4052,0.5948,0.4091,1.1513,0.6833
Wesley Matthews,0,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.484,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,2023,7.0,0.519,0.775,0.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,0.073,-3.4,0.8,-2.7,-0.1,SF,36,MIL,52.0,15.77,0.01,0.54,0.41,0.03,0.0,4.8,1.5,0.13,0.08,0.69,0.1,0.19,0.17,1.65,0.0,0.04,0.8495,0.4348,0.0,5.384615384615384,0.4667,-4.2,0.7742,0.2258,0.5,1.0323,0.0
Bennedict Mathurin,17,5.3,12.2,0.434,1.3,4.0,0.323,4.0,8.2,0.488,0.487,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,2023,13.1,0.566,0.326,0.477,4.4,11.5,7.9,7.6,1.0,0.5,11.7,24.6,1.0,0.8,1.8,0.038,-1.2,-2.5,-3.7,-1.0,SG,20,IND,78.0,28.49,0.01,0.65,0.34,0.0,0.0,-4.5,-2.5,0.72,0.63,0.86,0.38,2.85,0.13,3.69,0.69,1.08,0.6929,0.2326,0.2421,2.0833333333333335,0.3667,1.3,0.3279,0.6721,0.381,0.9754,0.2179
Garrison Mathews,0,1.4,3.7,0.363,1.2,3.3,0.35,0.2,0.4,0.476,0.52,0.9,1.0,0.906,0.2,1.1,1.4,0.5,0.4,0.1,0.4,1.1,4.8,2023,9.7,0.573,0.896,0.264,1.7,10.0,5.8,5.1,1.7,0.7,7.8,14.7,0.7,0.3,1.0,0.067,-2.0,-0.4,-2.4,-0.1,SG,26,TOT,54.0,12.7,0.0,0.33,0.66,0.01,0.0,-5.6,1.9,0.15,0.04,0.5,0.06,0.33,0.48,1.17,0.04,0.04,0.6862,0.2,0.1212,3.3333333333333335,0.1818,-1.6,0.8919,0.1081,0.4545,1.0811,0.0
Kenyon Martin Jr.,49,5.0,8.8,0.569,0.8,2.6,0.315,4.2,6.1,0.679,0.617,1.8,2.7,0.68,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.7,2023,15.4,0.635,0.3,0.308,6.0,15.8,10.8,8.1,0.9,1.3,10.0,16.4,4.2,0.7,4.9,0.103,0.6,-1.3,-0.7,0.7,SF,22,HOU,82.0,27.95,0.0,0.01,0.87,0.13,0.0,-8.4,-0.2,0.4,0.28,0.91,0.22,1.45,0.07,3.73,0.37,0.65,0.4324,0.4396,0.2552,3.75,0.375,1.9,0.2989,0.7011,0.5,1.2273,0.5976
Caleb Martin,49,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,2023,11.4,0.571,0.431,0.206,4.8,15.0,9.7,8.2,1.7,1.5,11.5,14.4,1.2,2.5,3.7,0.086,-1.8,0.5,-1.2,0.4,SF,27,MIA,71.0,29.25,0.02,0.34,0.62,0.03,0.0,0.9,2.4,0.42,0.27,1.01,0.18,0.7,0.44,4.15,0.14,0.37,0.8466,0.396,0.2,3.8095238095238098,0.3333,-2.3,0.4286,0.5714,0.7,1.0909,0.6901
Naji Marshall,21,3.2,7.4,0.433,0.9,2.8,0.303,2.4,4.6,0.513,0.49,1.8,2.3,0.789,0.6,3.0,3.6,2.5,0.7,0.2,1.3,1.5,9.1,2023,11.4,0.539,0.382,0.306,3.0,14.6,8.8,14.4,1.5,0.7,13.0,17.8,0.5,2.0,2.5,0.068,-1.9,0.0,-1.9,0.1,SF,25,NOP,77.0,23.27,0.0,0.22,0.65,0.13,0.0,1.1,-1.9,0.73,0.19,0.82,0.13,1.08,0.06,5.78,0.32,0.51,0.8783,0.2439,0.2963,3.4246575342465753,0.2,-1.9,0.3784,0.6216,0.6,1.0135,0.2727
Lauri Markkanen,66,8.7,17.3,0.499,3.0,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,2023,22.1,0.64,0.446,0.348,6.3,20.7,13.6,8.6,0.9,1.4,8.8,26.6,6.3,1.9,8.2,0.173,4.9,-1.0,3.8,3.3,PF,25,UTA,66.0,34.44,0.0,0.0,0.2,0.62,0.18,3.2,10.0,0.47,0.8,0.97,0.53,2.56,0.14,4.83,0.68,0.98,0.9269,0.6186,0.2656,4.042553191489362,0.2985,5.9,0.4451,0.5549,0.5714,1.1676,1.0
Julius Randle,77,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,2023,20.3,0.581,0.444,0.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,5.0,3.1,8.1,0.142,3.9,-0.2,3.7,3.9,PF,28,NYK,77.0,35.55,0.0,0.0,0.0,0.96,0.04,3.0,-0.5,0.94,0.97,1.13,0.56,3.19,0.12,10.55,1.05,0.74,0.1679,0.2655,0.3292,4.361702127659575,0.2222,4.1,0.4462,0.5538,0.3,1.0645,1.0
Austin Reaves,22,4.0,7.7,0.529,1.3,3.4,0.398,2.7,4.3,0.631,0.616,3.6,4.1,0.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0,2023,14.9,0.687,0.441,0.541,2.0,9.0,5.6,15.7,0.8,0.9,14.0,16.2,4.1,1.4,5.4,0.142,0.6,0.1,0.7,1.2,SG,24,LAL,64.0,28.8,0.0,0.44,0.48,0.08,0.0,5.2,8.7,0.77,0.42,1.09,0.12,1.83,0.69,8.12,0.59,0.3,0.9156,0.2752,0.3224,4.415584415584416,0.2,0.5,0.4416,0.5584,0.4706,1.2078,0.3438
Cam Reddish,20,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7,2023,10.6,0.561,0.462,0.24,2.0,8.1,5.0,8.1,1.9,1.3,12.0,17.1,0.3,0.7,0.9,0.046,-2.6,-0.8,-3.4,-0.4,SF,23,TOT,40.0,24.75,0.0,0.01,0.84,0.16,0.0,-9.0,-9.7,0.42,0.62,1.15,0.02,1.02,0.12,3.4,0.28,0.5,0.4857,0.3478,0.2745,3.333333333333333,0.2778,-1.8,0.4615,0.5385,0.7778,1.0385,0.5
Moritz Wagner,18,3.5,6.9,0.5,0.9,2.9,0.313,2.6,4.1,0.631,0.564,2.7,3.2,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5,2023,17.4,0.63,0.412,0.46,7.0,19.4,13.2,11.5,1.6,1.1,12.5,21.1,2.1,1.3,3.4,0.149,0.4,0.2,0.6,0.7,C,25,ORL,57.0,19.46,0.0,0.0,0.0,0.06,0.94,-1.5,1.8,0.35,0.23,1.18,0.33,1.58,0.42,3.46,0.37,0.54,0.227,0.1695,0.2342,4.285714285714286,0.3636,0.2,0.4143,0.5857,0.3333,1.1449,0.3158
Blake Wesley,1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.367,0.7,1.2,0.591,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5.0,2023,3.5,0.393,0.242,0.205,1.7,11.9,6.6,18.8,1.8,0.6,21.7,18.5,-1.9,0.3,-1.6,-0.114,-7.9,-1.8,-9.6,-1.3,SG,19,SAS,37.0,18.08,0.36,0.57,0.07,0.0,0.0,-14.5,-5.3,1.0,0.46,1.24,0.08,0.54,0.05,6.59,0.08,0.7,0.8744,0.0806,0.1481,2.7,0.1579,-6.1,0.2414,0.7586,0.4444,0.7069,0.027
Peyton Watson,2,1.3,2.6,0.492,0.3,0.6,0.429,1.0,2.0,0.511,0.542,0.5,0.9,0.55,0.3,1.3,1.6,0.5,0.1,0.5,0.3,0.6,3.3,2023,12.8,0.553,0.237,0.339,5.1,17.4,11.4,7.9,0.5,5.2,10.6,17.7,0.1,0.2,0.3,0.073,-2.7,-0.1,-2.8,0.0,SG,20,DEN,23.0,8.09,0.0,0.29,0.66,0.05,0.0,-14.5,-18.6,0.17,0.13,0.35,0.0,0.43,0.09,1.0,0.09,0.17,0.783,1.4286,0.2093,2.941176470588235,0.2308,-2.6,0.2308,0.7692,1.0,1.1154,0.087
Trendon Watford,12,2.9,5.2,0.56,0.4,1.0,0.391,2.5,4.2,0.602,0.599,1.2,1.6,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,2023,13.6,0.625,0.198,0.31,4.1,19.2,11.6,16.0,1.3,0.9,16.2,16.1,1.3,0.7,2.1,0.084,-1.4,-0.4,-1.8,0.1,PF,22,POR,62.0,19.06,0.0,0.0,0.01,0.44,0.55,-6.4,-4.0,0.44,0.24,1.0,0.29,0.82,0.23,5.02,0.19,0.23,0.7361,0.2,0.2317,4.7727272727272725,0.2187,-1.0,0.1923,0.8077,0.3684,1.1923,0.1935
Lindy Waters III,0,1.7,4.3,0.393,1.4,4.0,0.358,0.3,0.4,0.75,0.556,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1.0,5.2,2023,11.8,0.573,0.91,0.112,3.2,12.2,7.6,7.0,1.3,1.9,5.1,15.5,0.6,0.5,1.1,0.101,0.5,-0.4,0.1,0.3,SG,25,OKC,41.0,12.95,0.01,0.2,0.54,0.24,0.0,10.0,10.1,0.07,0.1,0.76,0.0,0.17,0.02,1.76,0.0,0.07,1.0432,0.3947,0.0,9.999999999999998,0.2857,0.9,0.9091,0.0909,0.6,1.1163,0.0
Yuta Watanabe,1,2.0,4.0,0.491,1.0,2.3,0.444,0.9,1.7,0.557,0.621,0.6,0.8,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6,2023,12.1,0.637,0.582,0.203,3.7,13.1,8.5,7.0,1.3,1.6,8.0,13.1,1.3,0.9,2.1,0.111,-0.4,-0.2,-0.6,0.3,SF,28,BRK,58.0,16.0,0.0,0.04,0.31,0.58,0.08,-1.2,-3.2,0.17,0.09,0.98,0.05,0.41,0.14,2.02,0.05,0.16,1.0098,0.3061,0.122,4.705882352941177,0.2632,-0.2,0.575,0.425,0.5,1.2,0.0172
TyTy Washington Jr.,2,1.9,5.2,0.363,0.6,2.6,0.238,1.3,2.6,0.488,0.422,0.3,0.6,0.556,0.1,1.4,1.5,1.5,0.5,0.1,0.5,0.9,4.7,2023,7.5,0.432,0.5,0.113,0.5,11.0,5.7,15.3,1.7,0.5,7.7,17.4,-0.3,0.1,-0.1,-0.016,-5.0,-1.3,-6.3,-0.5,PG,21,HOU,31.0,13.97,1.0,0.0,0.0,0.0,0.0,-5.3,3.3,0.26,0.13,0.65,0.03,0.26,0.13,3.42,0.06,0.13,-0.0,0.1538,0.2308,5.769230769230769,0.0714,-3.7,0.5,0.5,0.6667,0.8462,0.0645
P.J. Washington,73,5.9,13.4,0.444,2.0,5.9,0.348,3.9,7.5,0.518,0.52,1.7,2.4,0.73,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7,2023,12.9,0.542,0.438,0.178,3.2,13.0,8.0,11.0,1.3,2.9,9.4,20.6,0.4,2.2,2.6,0.052,-1.0,-0.3,-1.3,0.4,PF,24,CHO,73.0,32.6,0.0,0.0,0.03,0.95,0.03,-7.3,-3.9,0.75,0.42,1.66,0.15,1.18,0.11,5.58,0.32,0.85,0.2591,0.6627,0.2712,3.1999999999999997,0.2564,-0.7,0.4403,0.5597,0.7692,1.0299,1.0
Duane Washington Jr.,3,3.0,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9,2023,9.3,0.458,0.434,0.094,0.6,9.8,5.1,25.2,0.7,0.9,11.3,32.5,-0.8,0.3,-0.5,-0.065,-1.8,-2.8,-4.6,-0.3,SG,22,PHO,31.0,12.71,0.72,0.26,0.02,0.0,0.0,-3.7,-6.2,0.71,0.35,0.42,0.0,0.32,0.1,4.74,0.1,0.52,0.665,0.2381,0.3125,2.8169014084507045,0.0909,1.0,0.4337,0.5663,0.4286,0.8795,0.0968
T.J. Warren,0,3.1,6.4,0.489,0.5,1.6,0.328,2.6,4.8,0.542,0.53,0.7,0.8,0.8,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5,2023,13.5,0.55,0.248,0.13,4.2,15.4,9.8,8.7,1.6,1.5,6.5,19.5,0.4,0.8,1.2,0.081,-1.7,-0.2,-2.0,0.0,PF-SF,29,TOT,42.0,16.36,0.0,0.0,0.19,0.68,0.14,3.7,2.3,0.1,0.12,0.79,0.1,0.4,0.05,2.26,0.14,0.17,0.853,0.3797,0.35,10.0,0.2609,-1.5,0.25,0.75,0.5333,1.0469,0.0
John Wall,3,4.1,9.9,0.408,1.0,3.2,0.303,3.1,6.7,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,2023,13.6,0.498,0.322,0.334,2.1,11.4,6.8,35.3,1.8,1.4,17.1,27.0,-0.4,0.7,0.3,0.02,-0.8,-0.4,-1.2,0.1,PG,32,LAC,34.0,22.21,0.79,0.21,0.0,0.0,0.0,-5.2,-7.2,1.44,0.62,1.15,0.15,1.74,0.03,12.79,0.38,0.88,0.514,0.3478,0.2184,3.611111111111111,0.1739,-0.4,0.3232,0.6768,0.7059,0.9293,0.0882
Lonnie Walker IV,32,4.2,9.4,0.448,1.6,4.4,0.365,2.6,5.0,0.522,0.534,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,2023,12.2,0.57,0.472,0.201,1.2,7.6,4.5,7.0,1.1,1.1,7.4,20.2,0.8,1.0,1.8,0.066,-0.9,-0.5,-1.4,0.2,SG,24,LAL,56.0,23.16,0.09,0.52,0.37,0.02,0.0,-6.6,-10.7,0.32,0.18,0.8,0.07,0.91,0.09,2.68,0.18,0.38,1.0029,0.375,0.1978,3.4375,0.1765,-0.4,0.4681,0.5319,0.6154,1.0638,0.5714
Kemba Walker,1,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,2023,15.0,0.543,0.491,0.368,2.4,10.6,6.5,20.1,0.7,1.2,5.7,22.1,0.2,0.1,0.3,0.098,0.3,-0.6,-0.3,0.1,PG,32,DAL,9.0,16.0,1.0,0.0,0.0,0.0,0.0,-3.5,-3.9,0.44,0.0,1.22,0.0,1.0,0.33,5.33,0.22,0.56,-0.0,0.1639,0.22,4.7727272727272725,0.2143,0.9,0.4921,0.5079,0.3333,0.9841,0.1111
Jabari Walker,0,1.5,3.5,0.419,0.3,1.0,0.286,1.2,2.5,0.472,0.46,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,2023,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,0.015,-3.9,-2.1,-6.1,-0.6,SF,20,POR,56.0,11.05,0.0,0.06,0.37,0.55,0.02,-8.7,-6.0,0.18,0.14,0.52,0.14,0.38,0.07,1.5,0.09,0.23,0.9437,0.3846,0.2368,3.3333333333333335,0.6,-1.8,0.2857,0.7143,0.3333,0.9429,0.0
Ish Wainright,2,1.4,3.8,0.37,1.0,2.9,0.329,0.5,0.9,0.5,0.496,0.4,0.5,0.839,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2.0,4.2,2023,9.2,0.522,0.762,0.137,5.3,11.6,8.4,7.4,2.0,2.2,8.4,12.2,0.5,1.2,1.7,0.089,-2.7,1.5,-1.2,0.2,SF,28,PHO,60.0,15.25,0.0,0.0,0.36,0.64,0.0,5.4,4.8,0.22,0.0,1.03,0.08,0.18,0.13,2.22,0.03,0.13,0.6534,0.3883,0.1667,4.090909090909091,0.5,-4.2,0.7632,0.2368,0.5,1.0526,0.0333
Franz Wagner,80,6.8,14.0,0.485,1.6,4.5,0.361,5.2,9.5,0.544,0.543,3.4,4.0,0.842,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3,18.6,2023,15.9,0.589,0.322,0.288,3.0,11.2,7.1,17.2,1.4,0.6,11.7,23.5,3.1,2.3,5.4,0.099,0.4,-0.5,-0.1,1.3,SF,21,ORL,80.0,32.61,0.0,0.16,0.72,0.12,0.0,0.6,10.2,0.9,0.66,0.98,0.29,1.72,0.55,8.5,0.39,1.05,0.7842,0.2041,0.2267,3.888888888888889,0.2812,0.9,0.3214,0.6786,0.5217,1.0857,1.0
Coby White,2,3.6,8.0,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,2023,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.087,-1.0,0.2,-0.8,0.5,SG,22,CHI,74.0,23.38,0.49,0.47,0.04,0.0,0.0,4.0,4.3,0.51,0.24,0.93,0.04,0.45,0.32,6.47,0.16,0.32,0.8332,0.1075,0.3556,5.490196078431372,0.0769,-1.2,0.575,0.425,0.5,1.0875,0.027
Dean Wade,13,1.7,4.0,0.412,1.0,2.9,0.354,0.6,1.1,0.56,0.54,0.3,0.5,0.652,0.5,3.0,3.4,0.8,0.6,0.5,0.4,2.0,4.7,2023,8.5,0.55,0.718,0.13,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,0.4,1.4,1.8,0.097,-2.9,2.1,-0.7,0.3,PF,26,CLE,44.0,20.25,0.0,0.0,0.35,0.61,0.04,7.1,1.8,0.23,0.09,1.0,0.0,0.3,0.18,2.18,0.09,0.16,0.7977,0.5,0.3,3.4782608695652173,0.1667,-5.0,0.725,0.275,0.55,1.05,0.2955
Nikola Vučević,82,7.3,14.0,0.52,1.5,4.2,0.349,5.8,9.8,0.594,0.573,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,2023,19.1,0.594,0.302,0.138,6.7,30.2,18.6,14.6,1.1,2.0,10.2,21.9,3.9,4.4,8.3,0.145,1.9,0.7,2.7,3.2,C,32,CHI,82.0,33.49,0.0,0.0,0.0,0.01,1.0,-1.0,-8.1,0.68,0.44,1.3,0.33,0.87,0.05,7.96,0.27,0.54,0.0461,0.5385,0.3103,4.705882352941177,0.2088,1.2,0.3,0.7,0.6364,1.15,1.0
Noah Vonleh,1,0.5,1.0,0.458,0.0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1.0,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,2023,5.9,0.502,0.167,0.083,11.7,18.8,15.3,5.1,0.6,4.0,30.7,9.2,0.0,0.3,0.2,0.06,-7.0,0.7,-6.3,-0.2,C,27,BOS,23.0,7.43,0.0,0.0,0.0,0.2,0.8,-2.2,-9.2,0.09,0.09,0.65,0.3,0.04,0.0,0.87,0.0,0.17,0.5004,0.4615,0.0,3.3333333333333335,0.6154,-7.7,0.1818,0.8182,0.2667,0.8,0.0435
Gabe Vincent,34,3.4,8.3,0.402,1.7,5.1,0.334,1.6,3.2,0.512,0.505,1.0,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,2023,9.0,0.533,0.617,0.138,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,-0.3,1.7,1.4,0.038,-3.1,-0.3,-3.4,-0.6,PG,26,MIA,68.0,25.87,0.82,0.19,0.0,0.0,0.0,-0.1,0.1,0.72,0.28,1.13,0.19,0.47,0.35,5.93,0.16,0.28,0.4783,0.0885,0.3404,3.4722222222222223,0.2353,-2.8,0.6145,0.3855,0.4348,1.0,0.5
Devin Vassell,32,6.9,15.7,0.439,2.7,7.0,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,2023,15.5,0.55,0.447,0.168,0.7,13.5,6.9,17.3,1.7,1.2,8.2,24.4,0.7,0.5,1.2,0.051,1.3,-0.9,0.4,0.7,SG,22,SAS,38.0,31.0,0.06,0.73,0.2,0.0,0.0,-12.9,-4.0,0.95,0.29,1.0,0.13,1.24,0.11,8.82,0.32,0.47,0.7204,0.4,0.2581,3.7894736842105265,0.0541,2.2,0.4459,0.5541,1.0,1.051,0.8421
Fred VanVleet,69,6.3,16.1,0.393,3.0,8.8,0.342,3.3,7.3,0.455,0.486,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3,2023,17.0,0.54,0.545,0.254,1.2,12.0,6.3,28.1,2.4,1.5,10.2,23.2,3.7,2.8,6.5,0.123,2.0,0.5,2.5,2.9,PG,28,TOR,69.0,36.74,0.92,0.08,0.0,0.0,0.0,2.6,3.9,1.12,0.52,1.19,0.22,1.54,0.38,16.48,0.33,0.84,0.2788,0.5042,0.2143,6.428571428571428,0.1111,1.5,0.5466,0.4534,0.8571,0.9689,1.0
Jarred Vanderbilt,65,3.2,5.8,0.548,0.4,1.2,0.322,2.8,4.6,0.604,0.58,1.2,1.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9,2023,15.1,0.604,0.2,0.308,10.0,23.2,16.7,13.1,2.1,0.9,15.9,13.6,2.7,2.5,5.2,0.132,-0.6,1.6,1.1,1.5,PF,23,TOT,78.0,24.09,0.0,0.0,0.42,0.54,0.05,-1.7,-1.6,0.37,0.46,1.18,0.21,0.78,0.28,5.92,0.14,0.38,0.8469,0.2542,0.1795,6.486486486486486,0.4151,-2.2,0.2069,0.7931,0.5833,1.1724,0.8333
Jonas Valančiūnas,79,5.6,10.3,0.547,0.5,1.4,0.349,5.2,8.9,0.577,0.57,2.3,2.8,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2.0,3.1,14.1,2023,19.3,0.61,0.134,0.275,13.0,33.3,23.1,11.1,0.5,2.5,14.8,23.4,2.8,3.0,5.8,0.142,0.0,-0.4,-0.4,0.8,C,30,NOP,79.0,24.91,0.0,0.0,0.0,0.0,1.0,-0.5,-5.1,0.43,0.58,1.59,0.67,1.37,0.01,4.06,0.3,0.59,-0.0,0.4403,0.219,4.186046511627907,0.3836,0.4,0.1359,0.8641,0.3226,1.1553,1.0
Myles Turner,62,6.5,11.8,0.548,1.5,4.0,0.373,5.0,7.8,0.638,0.612,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0,2023,20.0,0.651,0.34,0.377,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22.0,3.4,2.0,5.4,0.142,1.4,0.7,2.1,1.9,C,26,IND,62.0,29.44,0.0,0.0,0.0,0.0,1.0,-1.6,3.4,0.44,0.34,2.16,0.52,2.1,0.08,3.45,0.52,0.5,-0.0,1.0648,0.2476,3.1818181818181817,0.2295,0.7,0.339,0.661,0.8286,1.2288,1.0
P.J. Tucker,75,1.3,3.0,0.427,0.7,1.9,0.393,0.5,1.1,0.482,0.549,0.3,0.3,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,2023,5.7,0.566,0.622,0.102,5.9,12.1,9.1,3.9,1.0,0.7,15.8,6.5,0.9,1.7,2.5,0.064,-3.2,0.2,-3.0,-0.5,PF,37,PHI,75.0,25.6,0.0,0.0,0.08,0.83,0.08,4.2,-1.1,0.17,0.04,1.29,0.28,0.08,0.16,2.04,0.03,0.12,0.5588,0.155,0.375,4.705882352941177,0.4815,-3.4,0.6333,0.3667,0.2917,1.0333,1.0
Gary Trent Jr.,44,6.1,14.2,0.433,2.5,6.8,0.369,3.6,7.3,0.493,0.522,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,2023,15.0,0.56,0.481,0.219,1.5,8.2,4.6,7.4,2.4,0.6,5.1,21.7,2.5,2.0,4.5,0.102,0.2,0.0,0.2,1.2,SG,24,TOR,66.0,32.09,0.22,0.76,0.03,0.0,0.0,-1.6,-6.2,0.26,0.24,0.65,0.18,1.29,0.15,3.85,0.32,0.48,0.6469,0.3077,0.2481,6.153846153846154,0.2273,0.2,0.4823,0.5177,1.2,1.0352,0.6667
Karl-Anthony Towns,29,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.576,0.565,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,2023,18.8,0.618,0.383,0.315,5.7,21.6,13.8,22.0,1.0,1.5,15.0,25.6,1.5,1.1,2.7,0.133,2.1,0.9,3.0,1.2,PF,27,MIN,29.0,33.0,0.0,0.0,0.0,0.65,0.35,0.9,1.4,1.38,0.41,1.97,0.97,2.03,0.21,10.97,0.52,0.66,0.6474,0.3046,0.2562,3.4782608695652177,0.2615,1.2,0.3851,0.6149,0.3421,1.1284,1.0
Juan Toscano-Anderson,9,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.476,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3.0,2023,7.2,0.505,0.301,0.168,4.4,14.4,9.5,11.8,1.1,1.2,18.1,11.3,-0.1,0.6,0.5,0.038,-4.6,0.8,-3.8,-0.3,SF,29,TOT,52.0,13.46,0.0,0.15,0.59,0.26,0.0,-9.2,-9.8,0.29,0.15,0.77,0.15,0.17,0.17,3.06,0.04,0.23,0.9461,0.2597,0.2353,4.482758620689656,0.2778,-5.4,0.2963,0.7037,0.3333,1.0,0.1731
Russell Westbrook,24,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.487,0.481,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2,15.9,2023,16.1,0.513,0.289,0.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2,PG,34,TOT,73.0,29.12,0.74,0.26,0.0,0.0,0.0,-0.1,-1.4,2.32,0.7,0.97,0.22,1.97,0.11,17.15,0.47,1.08,0.5731,0.5155,0.2386,3.2327586206896552,0.2609,0.4,0.2868,0.7132,0.6818,0.9559,0.3288
